#",,,",Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,20,926,12000,Sueldos del Grupo A1.,58709.28,,58709.28,57427.4
,,20,926,12001,Sueldos del Grupo A2.,15928.2,,15928.2,13715.21
,,20,926,12003,Sueldos del Grupo C1.,118618.08,,118618.08,111766.74
,,20,926,12004,Sueldos del Grupo C2.,16757.16,,16757.16,16126.03
,,20,926,12006,Trienios.,43827.36,,43827.36,37724.21
,,20,926,12100,Complemento de destino.,130436.74,,130436.74,103743.44
,,20,926,12101,Complemento específico.,177262.96,,177262.96,184073.11
,,20,926,13000,Retribuciones básicas.,19474.89,,19474.89,17658.9
,,20,926,13002,Otras remuneraciones.,42207.9,,42207.9,38730.53
,,20,926,16000,Seguridad Social.,161955.51,,161955.51,166254.43
,,20,926,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,150000.0,,150000.0,150000.0
,,20,926,2060013,REM./13 ARRENDAMIENTO DE EQUIPOS PROCESOS DE INFORMACION,,21555.71,21555.71,16008.85
,,20,926,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",500.0,,500.0,
,,20,926,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,1500.0,,1500.0,
,,20,926,22000,Ordinario no inventariable.,300.0,,300.0,291.51
,,20,926,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,200.0,
,,20,926,22002,Material informático no inventariable.,10000.0,-1500.0,8500.0,8659.67
,,20,926,22199,Otros suministros.,2000.0,,2000.0,5099.0
,,20,926,22203,Informáticas.,50932.33,-25000.0,25932.33,19443.6
,,20,926,22699,Otros gastos diversos,1600.0,1500.0,3100.0,2157.16
,,20,926,22706,Estudios y trabajos técnicos.,171670.0,-79290.98,92379.02,21683.55
,,20,926,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,168045.72,168045.72,168044.71
,,20,926,22799,Otros trabajos realizados por otras empresas y profes.,780783.36,,780783.36,499200.17
,,20,926,2279913,REM./13 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROFES.,,24652.17,24652.17,24652.17
,,20,926,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,101973.66,,101973.66,94187.68
,,20,926,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",5000.0,,5000.0,4982.94
,,20,926,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,522542.37,,522542.37,62975.04
,,20,926,6260011,REM./11 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,75000.0,75000.0,
,,20,926,6260013,REM./13 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,53249.86,53249.86,53249.86
,,20,926,64100,ADQUISICIÓN DE SOFTWARE,999542.03,,999542.03,164447.26
,,20,926,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,22355.99,22355.99,7260.0
,,20,926,6410013,REM./13 ADQUISICIÓN DE SOFTWARE,,414359.94,414359.94,278417.93
,,20,930,22091,RECONOCIMIENTO DE CRÉDITO,,,,
,,20,931,12000,Sueldos del Grupo A1.,94362.66,,94362.66,89930.4
,,20,931,12001,Sueldos del Grupo A2.,51626.08,-2617.34,49008.74,37369.4
,,20,931,12003,Sueldos del Grupo C1.,39539.36,,39539.36,36835.26
,,20,931,12004,Sueldos del Grupo C2.,41892.9,,41892.9,40476.74
,,20,931,12006,Trienios.,47320.48,,47320.48,37346.62
,,20,931,12100,Complemento de destino.,149520.0,,149520.0,112338.5
,,20,931,12101,Complemento específico.,297408.16,,297408.16,322045.9
,,20,931,16000,Seguridad Social.,166877.75,,166877.75,166891.78
,,20,932,12000,Sueldos del Grupo A1.,73386.6,,73386.6,75735.94
,,20,932,12001,Sueldos del Grupo A2.,,2617.34,2617.34,2617.34
,,20,932,12003,Sueldos del Grupo C1.,90469.82,,90469.82,96017.78
,,20,932,12004,Sueldos del Grupo C2.,226221.66,,226221.66,206164.93
,,20,932,12006,Trienios.,90450.17,,90450.17,69422.54
,,20,932,12100,Complemento de destino.,238723.1,-45000.0,193723.1,192490.17
,,20,932,12101,Complemento específico.,321107.86,,321107.86,380489.75
,,20,932,13000,Retribuciones básicas.,9692.0,,9692.0,8301.48
,,20,932,13002,Otras remuneraciones.,10619.28,,10619.28,12009.8
,,20,932,16000,Seguridad Social.,297650.76,,297650.76,306095.62
,,20,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,100000.0,-4000.0,96000.0,94467.85
,,20,933,21291,RECONOCIMIENTO DE CREDITO,,11445.6,11445.6,11445.6
,,20,933,22400,PRIMAS DE SEGUROS,113379.05,-1588.33,111790.72,111107.93
,,20,933,22501,Tributos de las Comunidades Autónomas.,40.0,,40.0,
,,20,933,22502,Tributos de las Entidades locales.,33239.26,,33239.26,33239.26
,,20,933,22700,Limpieza y aseo.,601072.02,,601072.02,594014.78
,,20,933,22701,Seguridad.,613043.28,,613043.28,607360.88
,,20,933,2270113,REM./13 SEGURIDAD,,361.18,361.18,361.17
,,20,933,22799,Otros trabajos realizados por otras empresas y profes.,57031.21,,57031.21,41806.71
,,20,933,62500,INV.NUEVA MOBILIARIO Y ENSERES,14600.0,-4381.55,10218.45,
,,20,933,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,71502.84,-20000.0,51502.84,13219.18
,,20,933,6320013,REM./13 INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,78088.13,78088.13,66550.94
,,20,933,63292,RECONOCIMIENTO DE CREDITO,,46204.98,46204.98,46204.98
,,20,933,68591,RECONOCIMIENTO DE CREDITO,,574.75,574.75,574.75
,,20,934,12000,Sueldos del Grupo A1.,102741.24,,102741.24,93128.91
,,20,934,12001,Sueldos del Grupo A2.,12906.52,,12906.52,13306.88
,,20,934,12003,Sueldos del Grupo C1.,118618.08,,118618.08,118427.39
,,20,934,12004,Sueldos del Grupo C2.,217843.08,,217843.08,202159.3
,,20,934,12006,Trienios.,115360.93,,115360.93,88619.77
,,20,934,12100,Complemento de destino.,278288.22,-60000.0,218288.22,214305.98
,,20,934,12101,Complemento específico.,443232.46,,443232.46,527595.0
,,20,934,16000,Seguridad Social.,336845.99,,336845.99,343617.19
,,20,935,12000,Sueldos del Grupo A1.,29354.64,,29354.64,15124.59
,,20,935,12003,Sueldos del Grupo C1.,9884.84,,9884.84,10405.82
,,20,935,12004,Sueldos del Grupo C2.,8378.58,,8378.58,8414.04
,,20,935,12006,Trienios.,9498.72,,9498.72,7745.57
,,20,935,12100,Complemento de destino.,34715.1,-10000.0,24715.1,19767.0
,,20,935,12101,Complemento específico.,83089.28,,83089.28,56578.92
,,20,935,16000,Seguridad Social.,44110.07,,44110.07,32899.71
,,20,935,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",50.0,,50.0,
,,20,935,22000,Ordinario no inventariable.,100.0,,100.0,81.9
,,20,935,22001,"Prensa, revistas, libros y otras publicaciones.",400.0,,400.0,380.0
,,20,935,22201,Postales.,50.0,,50.0,
,,20,935,22699,Otros gastos diversos,100.0,,100.0,
,,20,935,22700,Limpieza y aseo.,5459.86,,5459.86,5229.0
,,20,935,2270013,REM./13 LIMPIEZA Y ASEO,,435.75,435.75,435.75
,,20,935,22799,Otros trabajos realizados por otras empresas y profes.,93.62,,93.62,92.28
,,21,930,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,4319.16,94.51,4413.67,4413.67
,,21,930,2030013,REM./13 ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,,359.93,359.93,359.93
,,21,930,22000,Ordinario no inventariable.,14580.0,,14580.0,24021.49
,,21,930,22001,"Prensa, revistas, libros y otras publicaciones.",180.0,,180.0,120.0
,,21,930,22091,RECONOCIMIENTO DE CRÉDITO,,544.92,544.92,544.92
,,21,930,22201,Postales.,310000.0,108000.0,418000.0,404347.73
,,21,930,22602,Publicidad y propaganda.,15000.0,14000.0,29000.0,30855.0
,,21,930,22603,Publicación en Diarios Oficiales.,12600.0,6000.0,18600.0,14111.9
,,21,930,22638,GTOS.RECAUDAT.INCLUYE DEV.ING.INDEBIDOS,14580.0,,14580.0,13095.99
,,21,930,22699,Otros gastos diversos,2916.0,,2916.0,2424.84
,,21,930,22706,Estudios y trabajos técnicos.,181175.79,-128094.51,53081.28,5341.78
,,21,930,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,39256.97,39256.97,30428.66
,,21,930,22799,Otros trabajos realizados por otras empresas y profes.,28086.12,,28086.12,26175.63
,,21,930,64100,ADQUISICIÓN DE SOFTWARE,50000.0,-50000.0,,
,,30,151,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,50.0,,50.0,
,,30,151,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,7000.0,,7000.0,4713.54
,,30,151,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",700.0,,700.0,
,,30,151,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",400.0,,400.0,909.17
,,30,151,22000,Ordinario no inventariable.,20000.0,,20000.0,10961.67
,,30,151,22001,"Prensa, revistas, libros y otras publicaciones.",800.0,7810.0,8610.0,1163.02
,,30,151,22103,Combustibles y carburantes.,6615.84,,6615.84,5415.3
,,30,151,22104,Vestuario.,120.0,,120.0,85.0
,,30,151,22199,Otros suministros.,400.0,,400.0,120.04
,,30,151,22201,Postales.,2300.0,,2300.0,445.88
,,30,151,22602,Publicidad y propaganda.,25000.0,,25000.0,7260.0
,,30,151,22603,Publicación en Diarios Oficiales.,9000.0,,9000.0,1907.26
,,30,151,22604,"Jurídicos, contenciosos.",,,,21175.0
,,30,151,22606,"Reuniones, conferencias y cursos.",6000.0,,6000.0,
,,30,151,2261213,REM./13 INDEMNIZACIONES PARQUE OFIMATICO,,1007798.25,1007798.25,985078.68
,,30,151,22614,INDEMNIZACIONES VARIAS,27606.12,95000.0,122606.12,176120.9
,,30,151,22617,OTROS GASTOS DIVERSOS CUENTA LIQUIDACION PARQUE OFIMATICO,205475.0,,205475.0,
,,30,151,2261713,REM./13 OTROS GASTOS DIV. CUENTA LIQUID. PARQUE OFIMATICO,,588796.02,588796.02,1260.85
,,30,151,22622,CAMPAÑAS INFORMATIVAS CURSOS Y OTROS,5000.0,,5000.0,636.46
,,30,151,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,183921.77,183922.77,
,,30,151,2268513,REM./13 GASTOS POR ACTUACIONES SUBSIDIARIAS,,15070.99,15070.99,15070.99
,,30,151,22699,Otros gastos diversos,100000.0,,100000.0,24412.85
,,30,151,22700,Limpieza y aseo.,71999.92,,71999.92,71013.24
,,30,151,22706,Estudios y trabajos técnicos.,426670.96,-146425.2,280245.76,88012.13
,,30,151,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,44165.0,44165.0,21780.0
,,30,151,22719,EDICIONES,3000.0,,3000.0,
,,30,151,22799,Otros trabajos realizados por otras empresas y profes.,6000.0,,6000.0,6773.1
,,30,151,60005,ADQUISICION TERRENOS,2609279.04,200000.0,2809279.04,2794539.77
,,30,151,6000511,REM./11 ADQUISICION DE TERRENOS,,8843.94,8843.94,2467.06
,,30,151,6000513,REM./13 ADQUISICION TERRENOS,,156911.19,156911.19,116184.81
,,30,151,60906,INV.NUEVA-CUOTAS URBANIZACIÓN,50000.0,-7650.0,42350.0,
,,30,151,6090611,REM./11 INV.NUEVA-CUOTAS URBANIZACIÓN,,9288.47,9288.47,
,,30,151,6090612,REM./12 INV.NUEVA-CUOTAS URBANIZACIÓN,,52934.95,52934.95,8642.08
,,30,151,60907,INV.NUEVA-OBRAS DE URBANIZACION,7645219.64,2640.78,7647860.42,7140185.19
,,30,151,6090711,REM./11 OBRAS DE URBANIZACION,,119093.89,119093.89,98770.72
,,30,151,6090713,REM./13 INV.NUEVA-OBRAS DE URBANIZACION,,154176.46,154176.46,150000.0
,,30,151,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",19245.05,450.0,19695.05,19628.62
,,30,151,6230013,"REM./13 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,30,151,62500,INV.NUEVA MOBILIARIO Y ENSERES,1000.0,6500.0,7500.0,6713.69
,,30,151,6250013,REM./13 INV.NUEVA MOBILIARIO Y ENSERES,,,,
,,30,151,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,10000.0,700.0,10700.0,10693.98
,,30,152,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,25333.26,1000.0,26333.26,26016.79
,,30,152,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",1.0,21615.2,21616.2,
,,30,152,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,45000.0,-1000.0,44000.0,53762.7
,,30,152,22000,Ordinario no inventariable.,7000.0,,7000.0,15284.62
,,30,152,2200013,REM./13 ORDINARIO NO INVENTARIABLE,,192.15,192.15,
,,30,152,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,200.0,
,,30,152,22102,Gas.,50000.0,-3000.0,47000.0,26507.79
,,30,152,2210213,REM./13 GAS,,17000.0,17000.0,16926.12
,,30,152,22602,Publicidad y propaganda.,18000.0,-7000.0,11000.0,10099.87
,,30,152,2260212,REM./12 PUBLICIDAD Y PROPAGANDA,,12338.0,12338.0,
,,30,152,22606,"Reuniones, conferencias y cursos.",9000.0,-3000.0,6000.0,
,,30,152,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,906.5,907.5,907.5
,,30,152,2268513,REM./13 GASTOS POR ACTUACIONES SUBSIDIARIAS,,5460.73,5460.73,5460.73
,,30,152,22699,Otros gastos diversos,60000.0,,60000.0,56497.88
,,30,152,22700,Limpieza y aseo.,55000.0,,55000.0,33213.32
,,30,152,22706,Estudios y trabajos técnicos.,125000.0,-10000.0,115000.0,82905.92
,,30,152,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,12075.0,12075.0,
,,30,152,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,12267.75,12267.75,9132.75
,,30,152,22799,Otros trabajos realizados por otras empresas y profes.,50000.0,,50000.0,35025.72
,,30,152,2279913,REM./13 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROFES.,,4000.0,4000.0,
,,30,152,60900,OBRAS DE INVERSIONES,50000.0,10000.0,60000.0,
,,30,152,6090012,REM./12 OBRAS DE INVERSIONES,,1968.1,1968.1,
,,30,152,6090013,REM./13 OBRAS DE INVERSIONES,,239449.1,239449.1,45099.3
,,30,152,60907,INV.NUEVA-OBRAS DE URBANIZACION,552000.0,,552000.0,506149.58
,,30,152,6090712,REM./12 INV.NUEVA-OBRAS DE URBANIZACION,,10304.63,10304.63,
,,30,152,6090713,REM./13 INV.NUEVA-OBRAS DE URBANIZACION,,236510.88,236510.88,198206.2
,,30,152,6260012,REM./12 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,4669.8,4669.8,270.74
,,30,152,6260013,REM./13 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,2456.45,2456.45,
,,30,152,62700,PROYECTOS COMPLEJOS,200000.0,-200000.0,,
,,30,152,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,75000.0,-2146.87,72853.13,72853.13
,,30,152,63292,RECONOCIMIENTO DE CREDITO,,2420.0,2420.0,2420.0
,,30,152,68200,GTOS.EN BIENES PATRIMONIALES EDIF.Y CONS,174385.67,2146.87,176532.54,176532.54
,,30,152,6820013,REM./13 GTOS.EN BIENES PATRIMONIALES EDIF.Y CONS,,4000.0,4000.0,794.25
,,30,152,77900,OTRAS TRANSF. DE CAPITAL A EMPRESAS PRIVADAS,50000.0,-50000.0,,
,,30,152,78001,SUBVENCIONES REHABILITACIÓN VIVIENDAS,800000.0,,800000.0,240508.46
,,30,152,7800112,REM./12 SUBVENCIONES REHABILITACION VIVIENDAS,,,,
,,30,152,7800113,REM./13 SUBVENCIONES REHABILITACIÓN VIVIENDAS,,361755.03,361755.03,303614.12
,,30,152,78004,SUBVENCIONES ACCESIBILIDAD,1000000.0,466580.24,1466580.24,522413.92
,,30,152,7800412,REM./12 SUBVENCIONES ACCESIBILIDAD,,,,
,,30,152,7800413,REM./13 SUBVENCIONES ACCESIBILIDAD,,1154198.55,1154198.55,1070806.87
,,30,152,78005,SUBVENCIONES ELIMINACION CABLEADO EXTERIOR,50000.0,-50000.0,,
,,30,152,78010,CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILITACION,1317000.0,,1317000.0,1251538.6
,,30,152,7801011,REM./11 CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHAB.,,50189.98,50189.98,
,,30,152,7801012,REM./12CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILITACION,,146383.15,146383.15,11294.73
,,30,152,7801013,REM./13CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHAB.,,49107.14,49107.14,46400.0
,,30,152,78900,A familias e instituciones sin fines de lucro.,200000.0,-166580.24,33419.76,4287.5
,,30,155,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",4120353.02,413000.0,4533353.02,4441692.35
,,30,155,2100013,"REM./13 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,468875.98,468875.98,458255.27
,,30,155,21092,RECONOCIMIENTO DE CRÉDITO,,35765.48,35765.48,35765.48
,,30,155,2120013,REM./13 .REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,,,
,,30,155,22199,Otros suministros.,15000.0,387.58,15387.58,14088.64
,,30,155,2219913,REM./13 OTROS SUMINISTROS,,,,
,,30,155,22699,Otros gastos diversos,1600.0,-387.58,1212.42,1212.42
,,30,155,22706,Estudios y trabajos técnicos.,1100000.0,300000.0,1400000.0,592452.32
,,30,155,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,176008.25,176008.25,168329.41
,,30,155,22799,Otros trabajos realizados por otras empresas y profes.,,,,6806.27
,,30,155,60907,INV.NUEVA-OBRAS DE URBANIZACION,4134058.88,19009.21,4153068.09,2775830.69
,,30,155,6090711,REM./11 OBRAS DE URBANIZACION,,25000.0,25000.0,25000.0
,,30,155,6090712,REM./12 INV.NUEVA-OBRAS DE URBANIZACION,,25160.84,25160.84,
,,30,155,6090713,REM./13 INV.NUEVA-OBRAS DE URBANIZACION,,1479231.4,1479231.4,1230034.09
,,30,155,6090813,REM./13 INVERSION NUEVA. OBRAS URB.:PLAN MOVILIDAD.URBANA C.,,353833.81,353833.81,316483.18
,,30,155,60911,MOBILIARIO URBANO EN ESPACIOS PUBLICOS,30000.0,-317.05,29682.95,22792.1
,,30,155,6091113,REM./13 MOBILIARIO URBANO EN ESPACIOS PUBLICOS,,5989.5,5989.5,5989.5
,,30,155,61907,INV.REPOS.-OBRAS DE URBANIZACIÓN,2006476.73,339814.12,2346290.85,2133572.58
,,30,155,6190713,REM./13 INV.REPOS.-OBRAS DE URBANIZACIÓN,,426232.62,426232.62,423012.31
,,30,155,72300,TRANSFERENCIA DE CAPITAL A  AUTORIDAD PORTUARIA DE A CORUÑA,4000000.0,,4000000.0,754802.69
,,30,155,7230012,REM./12 TRANSF.DE CAPITAL A  AUTORIDAD PORTUARIA DE A CORUÑA,,906612.38,906612.38,906612.38
,,30,155,7230013,REM./13 TRANSF.DE CAPITAL A AUTORIDAD PORTUARIA DE A CORUÑA,,1000000.0,1000000.0,1000000.0
,,30,155,75100,TRANSF DE CAPITAL A OOAA Y AGENCIAS DE LAS CCAA,340000.0,,340000.0,193721.0
,,30,161,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",300000.0,250774.4,550774.4,549142.84
,,30,161,2100013,"REM./13 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,76839.89,76839.89,76839.88
,,30,161,22199,Otros suministros.,5000.0,-774.4,4225.6,4200.0
,,30,161,22706,Estudios y trabajos técnicos.,70000.0,-26612.75,43387.25,38387.25
,,30,161,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,37950.9,37950.9,37860.9
,,30,161,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,60000.0,-46266.74,13733.26,13733.26
,,30,161,62203,PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,330874.04,,330874.04,
,,30,161,6220312,REM./12 PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,,30956.42,30956.42,
,,30,161,6220313,REM./13 PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,,86455.57,86455.57,86455.56
,,30,161,62900,OT.INV. NUEVAS ASOCIADAS AL FUNCIONAMIENTO DE LOS SERVICIOS,330543.3,-159799.59,170743.71,170741.68
,,30,161,6290012,REM./12 OT.INV. NUEVAS ASOCIADAS AL FUNCIONAM. DE SERVICIOS,,85799.39,85799.39,85686.56
,,30,161,6290013,REM./13 OT.INV. NUEVAS ASOCIADAS AL FUN. DE LOS SERV.,,223434.61,223434.61,220460.9
,,30,161,63900,OTRA INVERSION DE REPOS. ASOCIADA AL FUNCIONAM. OPER.SERV.,10000.0,23873.94,33873.94,33872.03
,,30,161,6390013,REM./13OTRA INV. DE REPOS. ASOCIADA AL FUNCIONAM. OPER.SERV.,,,,
,,30,165,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",400000.0,-336317.66,63682.34,29249.49
,,30,165,2100013,"REM./13 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,13181.88,13181.88,13181.88
,,30,165,22100,Energía eléctrica.,3127599.39,,3127599.39,2862389.57
,,30,165,2210013,REM./13 ENERGIA ELECTRICA,,167288.26,167288.26,167288.26
,,30,165,22191,RECONOCIMIENTO DE CREDITO,,66183.64,66183.64,66183.64
,,30,165,22199,Otros suministros.,73000.0,,73000.0,1881.54
,,30,165,2219913,REM./13 OTROS SUMINISTROS,,71779.66,71779.66,71779.58
,,30,165,22699,Otros gastos diversos,608011.69,-13664.57,594347.12,593340.0
,,30,165,22706,Estudios y trabajos técnicos.,50000.0,56000.0,106000.0,48662.57
,,30,165,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,6562.54,6562.54,5413.04
,,30,165,22799,Otros trabajos realizados por otras empresas y profes.,1128937.32,79537.88,1208475.2,1191227.02
,,30,165,60909,PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,1187105.5,52420.19,1239525.69,965774.52
,,30,165,6090909,REM./09 PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,,532.07,532.07,532.07
,,30,165,6090913,REM./13 PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,,764287.91,764287.91,703633.57
,,30,165,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,100000.0,245638.41,345638.41,28965.41
,,30,165,6190013,REM./13 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,14432.78,14432.78,14432.78
,,30,165,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",3000.0,11877.53,14877.53,14877.53
,,30,453,7200407,REM./07 AL MINISTERIO DE FOMENTO,,339946.86,339946.86,
,,30,453,7200408,REM./08 AL MINISTERIO DE FOMENTO,,2000000.0,2000000.0,
,,30,453,7200409,REM./09 AL MINISTERIO DE FOMENTO,,2000000.0,2000000.0,
,,30,453,7200410,REM./10 AL MINISTERIO DE FOMENTO,,906905.71,906905.71,
,,30,454,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",10000.0,-10000.0,,
,,30,459,60907,INV.NUEVA-OBRAS DE URBANIZACION,,300000.0,300000.0,28373.77
,,30,920,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,102.54,,102.54,4174.5
,,30,920,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,100059.58,-61200.0,38859.58,34781.15
,,30,920,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",5000.0,-3500.0,1500.0,1038.95
,,30,920,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,25000.0,-14500.0,10500.0,9692.3
,,30,920,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",,1.0,1.0,
,,30,920,22000,Ordinario no inventariable.,5000.0,500.0,5500.0,4962.6
,,30,920,2200013,REM./13 ORDINARIO NO INVENTARIABLE,,,,
,,30,920,22001,"Prensa, revistas, libros y otras publicaciones.",985.28,,985.28,175.0
,,30,920,22100,Energía eléctrica.,2872400.61,72200.0,2944600.61,2444919.24
,,30,920,22103,Combustibles y carburantes.,211855.1,-14911.4,196943.7,167235.2
,,30,920,22104,Vestuario.,3000.0,3000.0,6000.0,5425.45
,,30,920,22110,Productos de limpieza y aseo.,3500.0,,3500.0,3416.97
,,30,920,2211013,REM./13 PRODUCTOS DE LIMPIEZA Y ASEO,,,,
,,30,920,22111,"Sumin. de repuestos de maquinaria, utillaje y elemtos tpte.",8203.39,-3000.0,5203.39,4188.88
,,30,920,2211113,"REM./13 SUMINISTROS DE REPUESTOS, UTI Y ELEM TTE",,,,
,,30,920,22114,OTROS MATERIAL TALLERES,21814.41,-10000.0,11814.41,10155.33
,,30,920,22500,Tributos estatales.,1.0,3500.0,3501.0,1283.55
,,30,920,22602,Publicidad y propaganda.,3000.0,-2500.0,500.0,
,,30,920,22610,"MATRICULACIONES, ITV Y OTROS GASTOS PARQUE MOVIL",7000.0,-3300.0,3700.0,2687.42
,,30,920,22699,Otros gastos diversos,5000.0,,5000.0,4494.7
,,30,920,22706,Estudios y trabajos técnicos.,1310265.36,-610000.0,700265.36,388874.86
,,30,920,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,140927.57,140927.57,135493.94
,,30,920,22799,Otros trabajos realizados por otras empresas y profes.,70000.0,33711.4,103711.4,145.2
,,30,920,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",10000.0,-3237.17,6762.83,6641.9
,,30,920,6230013,"REM./13 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,30,920,62400,INV.NUEVA MATERIAL DE TRANSPORTE,8000.0,-8000.0,,
,,30,920,62500,INV.NUEVA MOBILIARIO Y ENSERES,3000.0,1786.02,4786.02,4742.69
,,30,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,397383.13,,397383.13,382413.36
,,30,933,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",,1.0,1.0,
,,30,933,22103,Combustibles y carburantes.,1480.0,,1480.0,565.32
,,30,933,22199,Otros suministros.,2100.0,,2100.0,186.91
,,30,933,22706,Estudios y trabajos técnicos.,50000.0,,50000.0,26019.84
,,30,933,2270613,REM./13 ESTUDIOS Y TRABAJOS TECNICOS,,7018.0,7018.0,5929.0
,,30,933,22799,Otros trabajos realizados por otras empresas y profes.,500.0,,500.0,
,,30,933,60900,OBRAS DE INVERSIONES,68528.0,21404.9,89932.9,57274.65
,,30,933,6090013,REM./13 OBRAS DE INVERSIONES,,87032.27,87032.27,87032.15
,,30,933,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,1000.0,,1000.0,
,,31,161,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,158292.61,,158292.61,139865.84
,,31,161,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,2000.0,,2000.0,3332.56
