#numero,fecha,importe,tercero,beneficiario,descripcion,programa
F/2017/321 ,2017-01-06,24.47,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUTACION DA FRA. FE16321221760522 AO EXERCICIO 2017, 19/10/2016 - 19/12/2016, SUBMINISTRO GAS PISO EMERXENCIA SOCIAL ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/322 ,2017-01-06,24.47,A08431090,GAS NATURAL SERVICIOS SDG SA,"IMPUTACION DA FRA. FE16321221760530 AO EXERCICIO 2017, 19/10/2016 - 19/12/2016, SUBMINISTRO GAS PISO EMERXENCIA SOCIAL ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/323 ,2017-01-06,111.16,A65067332,GAS NATURAL SUR SDG SA,"FACT. FE16371085932806 CONSUMO GAS 07/10/2016 - 07/12/201, CALLE CASTIÑEIRAS ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/326 ,2017-01-09,2084.06,B15359581,CAMARGLASS SL,FACTURA Emit- 18 POLA REPARACIÓN DO TEXADILLO DA BIBLIOTECA DA CASA DAS CIENCIAS. MANTEMENTO EDIFICIO ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/327 ,2017-01-09,2905.37,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"IMPUTACION DA FRA. A 170014 AO EXERCICIO 2017, DECEMBRO 2016, SERVIZO DE LIMPEZA CENTRO CIVICO OS ROSAIS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/328 ,2017-01-09,1220.08,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"IMPUTACIÓN FRA. A 170015 AO EXERCICIO 2017, SERVIZO DE LIMPEZA NO KIOSCO ALFONSO, DECEMBRO 2016 ",333 - EQUIPAMIENTOS CULTURALES Y MUSEOS 
F/2017/329 ,2017-01-09,23179.46,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"IMPUTACION DA FRA. A 170022 AO EXERCICIO 2017, DECEMBRO 2016, SERVIZO OCIO COMUNITARIO E ANIMACION SOCIOCULTURAL ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/330 ,2017-01-09,3334.76,B15721608,GUILLERMO COSQUE SL,"FACT. Emit- 201702 SERVICIO DE MANTENIMIENTO DE LA MEGAFONIA DEL SALON DE SESIONES, DICIEMBRE 2016 ",933 - GESTIÓN DEL PATRIMONIO. 
F/2017/331 ,2017-01-09,2089.15,B15721608,GUILLERMO COSQUE SL,IMPUTACION AO EXERCICIO 2017 DA FRA Emit- 20173 TRABALLOS DE MEGAFONÍA PARA O SERVIZO DE DEPORTES DECEMBRO 2016. ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/334 ,2017-01-09,1324.95,U82437211,TECMED OTTO UTE,FRA. CO17001 REFORZO NADAL  COLOCACIÓN E RETIRADA DIARIA DE COLECTORES DE ORGÁNICO E INORGÁNICO  ,1621 - RECOGIDA DE RESIDUOS. 
F/2017/335 ,2017-01-09,659.45,B15015985,AUTOS BREA S L,"FRA.Nº 0160710 SERIE C DECEMBRO/2016 ALUGUEIRO FURGONETA MIXTA DE CARGA E 9 PASAXEIROS, MATRICULA 7680JNT ",241 - FOMENTO DEL EMPLEO. 
F/2017/336 ,2017-01-09,479.16,B15015985,AUTOS BREA S L,"FRA.Nº 0162097 SERIE G DECEMBRO/2016 ALUGUEIRO FURGONETA MIXTA DE CARGA E 5 PASAXEIROS, MATRICULA 3914JLR ",241 - FOMENTO DEL EMPLEO. 
F/2017/337 ,2017-01-09,73373.09,U70441290,CONSULTORIA DE INGENIERIA,"FACTURA Nº 2016 012, DICIEMBRE 2016,ASISTENCIA TÉCNICA PARA INTERVENCIONES Y CONTROL TÉCNICO EN DEPENDENCIAS MUNICIPALES ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/338 ,2017-01-09,155.91,F20025318,ORONA S COOP,"IMPUTACION FRA.Nº 1604331434 AO EXERCICIO 2017, MANT. ASCENSORES CASAS PAREDES, CASA MARIA PITA E CASARES QUIROGA DIC 16 ",334 - PROMOCIÓN CULTURAL. 
F/2017/339 ,2017-01-09,387.2,*,[Anonimizado]*,FRA. 01.01/2017 MONTAJE EXPLICATIVO CON PANELES ANTEPROYECTO REFORMA MERCADO MUNICIPAL DE ADORMIDERAS ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/340 ,2017-01-09,15344.71,B15476047,ARCADE CONSULTORES SL,ARENDAMIENTO DE SISTEMA INTEGRAL DE IMPRESION  CON PAGO POR COPIA GRUPO DE APUNTES 20.02.00 CUOTA 40/48 DICIEMBRE 2016 / ,926 - COMUNICACIONES INTERNAS. 
F/2017/341 ,2017-01-09,52.0,*,[Anonimizado]*,"IMPUTACION DA FRA. 12 AO EXERCICIO 2017, DECEMBRO 2016, SUBMINISTRO DE PRENSA PARA CENTRO CIVICO DE SAN DIEGO ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/342 ,2017-01-09,240.0,G86621927,FUNDACION EDUCATIVA ACI,"IMPUTACION DA FRA. AC16-5 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO ESCLAVAS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/343 ,2017-01-09,363.0,*,[Anonimizado]*,FRA. 1. Encuadernación de tomos de Alcaldía y Junta de Gobierno en el Departamento de Secretaría General ,[ANTICIPO DE CAJA]
F/2017/345 ,2017-01-09,640.0,*,[Anonimizado]*,"IMPUTACION DA FRA. A011/2016 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO HIJAS DE JESUS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/346 ,2017-01-09,110.0,H15879406,SUB CP CALLE CASTIÑEIRAS 19,"Ftra. C08/08-32 Cuota de comunidad CCPP c. Castiñeiras 19, piso primero, enero 2017 ",[ANTICIPO DE CAJA]
F/2017/347 ,2017-01-09,6492.76,B15398902,IDEA CREATIVIDAD Y COMUNICACION S L,"Campaña ""Recepción Nadal"". Inserción en La Voz de Galicia Coruña. 15 mód. color el día 30 de diciembre. / Inserción en L ",922 - COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE ENTID. LOCALES 
F/2017/349 ,2017-01-09,5001.34,B70351499,CENTRO DE FORMACION PROFESIONAL SOLDEO SL,"FRA.Nº 001 SERIE A DECEMBRO 2016 IMPARTICION ACCION FORMATIVA SOLDADURA CON ELECTRODO REVESTIDO, LOTE 1 AS-9/2016, 130 H ",241 - FOMENTO DEL EMPLEO. 
F/2017/350 ,2017-01-09,70.0,H15951056,COMUNIDAD DE PROPIETARIOS  DE AVENIDA DE CHILE 7,"FRA. C49/03-116 CUOTA COMUNIDAD PROPIETARIOS, AVD. CHILE Nº 7-1º. ENERO/17 ",[ANTICIPO DE CAJA]
F/2017/351 ,2017-01-09,70.0,H15951056,COMUNIDAD DE PROPIETARIOS  DE AVENIDA DE CHILE 7,"FRA. C49/03-117 CUOTA COMUNIDAD PROPIETARIOS, AVD. CHILE Nº 7-2º. ENERO/17 ",[ANTICIPO DE CAJA]
F/2017/352 ,2017-01-09,2910.0,B70374483,SOGESEL DESARROLLO Y GESTION,"IMPUTACION FRA. 1700004 AO EXERCICIO 2017, DECEMBRO 2016, SERVIZO LIMPEZA CC Sª MARGARITA, Sª FAMILIA E ANEXO 3ª IDADE ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/353 ,2017-01-09,142.0,H15629025,COMUNIDAD PROPIETARIOS CASA 14 CL PAYO GOMEZ,"Fctra. C03/2-01/17 Cuota de comunidad CCPP c. Payo Gómez 14 primero, primer trimestre 2017 ",[ANTICIPO DE CAJA]
F/2017/354 ,2017-01-09,142.0,H15629025,COMUNIDAD PROPIETARIOS CASA 14 CL PAYO GOMEZ,"Fact. C03/3-01/17 Cuota de comunidad CCPP c . Payo Gómez 14 segundo, primer trimestre 2017 ",[ANTICIPO DE CAJA]
F/2017/356 ,2017-01-09,400.0,G15341605,FUNDACION COMPAÑIA DE MARIA COLEGIO,"IMPUTACION DA FRA. 501/2017 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO COMPAÑIA DE MARIA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/357 ,2017-01-09,18967.88,B09346453,ARASTI BARCA MA SL,"IMPUTACION DA FRA. 2017- 2 AO EXERCICIO 2017, DECEMBRO 2016, ACTIVIDADES PREVENCION E COOPERACION SOCIAL CC MUNICIPAIS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/359 ,2017-01-09,3050.99,B27115138,GRAFIC LUGO S L,"FRA:Emit- 17_SUMINISTRO DE10.000 IMPRESOS A-4 POR TRIPLICADO,EN PAPEL AUTOCOPIATIVO,CON NUMERAC.E COD.BARRAS PARA TASAS ",931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/361 ,2017-01-09,89.76,*,[Anonimizado]*,"IMPUTACIÓN FRA COMPLEMENTARIA A 1117, DICIEMBRE 2016, AL EJERCICIO 2017, PROGRAMA MPAL TALON RESTAURANTE ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/364 ,2017-01-09,567.04,B15259765,SISTEMAS DE SEGURIDADE A 1 SL,FRA.Nº 1149 SERIE 17-A DO 01/01/2016 ATA O 12/08/2016 MANTEMENTO SISTEMA ANTI-INCENDIOS CENTRO MPAL EMPREGO ,241 - FOMENTO DEL EMPLEO. 
F/2017/367 ,2017-01-09,2070.0,B15724719,SENES CIT S L,FRA.Nº 1 SERIE 03 CURSOS INFORMATICA E OFIMATICA BASICA IMPARTIDOS DO 12/12/2016 ATA O 16/12/2016 ,241 - FOMENTO DEL EMPLEO. 
F/2017/368 ,2017-01-09,1512.5,B15978356,GALICOM COMUNICACIONES SL,"FRA. 17 10, SUMINISTRO DE 100 SPRAY DE DEFENSA SABRE RED HOMOLOGADO USO CIVIL 22 ml PARA POLICIA LOCAL  ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/370 ,2017-01-10,10454.4,B27382175,ALCOR SEGURIDAD SL,FRA.Nº 00000008 SERIE 01 DO 05/12/2016 AO 04/01/2017 VIXILANCIA NADAL PRAZA MARIA PITA ,"430 - ADMÓN GENERAL DE COMERCIO, TURISMO Y PYMES. "
F/2017/372 ,2017-01-10,1998.49,*,[Anonimizado]*,"FRA. 017-2017 TAXA AIREF SUPERVISION, ANÁLISE, ASESORAMENTO E SEGUIMENTO DA POLÍTICA FISCAL ",[ANTICIPO DE CAJA]
F/2017/374 ,2017-01-10,263.28,B15361348,NEA F3 IBERICA S L U,"FRA. 4/01700015, REPARACION FOTOCOPIADORA 2ª PLANTA POLICIA LOCAL ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/375 ,2017-01-10,317.25,B15361348,NEA F3 IBERICA S L U,"FRA. 4/01700014, REPARACION FOTOCOPIADORA PLANTA BAJA POLICIA LOCAL ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/379 ,2017-01-10,145.2,B70103510,KOTA VERTICAL SL,"FRA. 4, IMPERMEABILIZACION ZONA DE CUBIERTA CENTRO RAMON CABANILLAS O 05/01/2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/380 ,2017-01-10,1599.6,B33978487,CLN INCORPORA SL,FRA.Nº 1127 SERIE V0 DECEMBRO/16 CONSERXARIA NO CENTRO DE EMPRESAS ACCEDE PAPAGAIO ,433 - DESARROLLO EMPRESARIAL. 
F/2017/381 ,2017-01-10,35865.11,B33978487,CLN INCORPORA SL,"FACT. V0 1128 SERVICIO DE LIMPIEZA EN MARIA PITA, FRANJA Y CASA PAREDES, DICIEMBRE 2016 ",933 - GESTIÓN DEL PATRIMONIO. 
F/2017/382 ,2017-01-10,1533.52,B33978487,CLN INCORPORA SL,FRA.Nº 1126 SERIE V0 DECEMBRO/16 LIMPEZA NO CENTRO DE EMPRESAS ACCEDE PAPAGAIO ,433 - DESARROLLO EMPRESARIAL. 
F/2017/383 ,2017-01-10,268.06,B15251747,CIF SL,MANTENIMIENTO SOFTWARE CIFKM ( MANTENIMIENTO SOFTWARE CIFKM. CORRESPONDIENTE AL PERIODO: DICIEMBRE 2016 ) ,926 - COMUNICACIONES INTERNAS. 
F/2017/384 ,2017-01-10,1092.94,A80364243,CLECE S A,"IMPUTACION DA FRA. 054220000117REC AO EXERCICIO 2017, DECEMBRO 2016, MANTEMENTO CALDEIRAS DE CALEFACCION CC MUNICIPAIS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/385 ,2017-01-10,119.0,B15166960,ESCOLA INFANTIL OS CATIVOS SL,"IMPUTACION DA FRA. 55 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA AXUDA PAGO ESCOLAS INFANTIS ""OS CATIVOS"" ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/386 ,2017-01-10,2376.0,B70396999,CENADOR CATERING SL,ACTO ALCALDE  CON MOTIVO DE FIN DE ANO  DIA 30 DE DECEMBRO DE 2016 ,[ANTICIPO DE CAJA]
F/2017/387 ,2017-01-10,3196.0,B82773615,SOIL RECOVERY SL,"FACT. IA-16- 0422 SERVICIO DE LIMPIEZA EN LAS DEPENDENCIAS MUNICIPALES DE 4 CAMINOS, DICIEMBRE 2016 ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/394 ,2017-01-10,693.0,B70306170,SERVICIOS HOSTELEROS FINISTERRAE SL,IMPUTAR A FACTURA Emit- 6 CORRESPONDENTE A ACTIVIDADE MERENDAS QUE TIVO LUGAR EN DECEBMRO 2016 ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/395 ,2017-01-10,32.95,B15598972,FERRETERIA OSCAR SLU,IMPUTAR A FACTURA Emit-A 80 POLA SUBMINISTRACIÓN DE MATERIAL PARA TALLER ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/400 ,2017-01-11,10.0,A28229813,VIAJES EL CORTE INGLES SA,"IMPUTACIÓN AO EXERCICIO 2017 DA FRA 09170003606C CARGO DE EMISIÓN BILLETE DE AVIÓN ALEJANDRO DOMINGUEZ,EIXO 2016. ",341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/407 ,2017-01-11,232.83,A28229813,VIAJES EL CORTE INGLES SA,"IMPUTACIÓN AO EXERCICIO 2017 DA FRA 09370001936C VIAXE AVIÓN VIGO-LISBOA ALEJANDRO DOMINGUEZ, EIXO 2016. ",341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/408 ,2017-01-11,131.71,B58836321,SAGE SPAIN SL,Mantenimiento EDITRAN EDIME WI ,926 - COMUNICACIONES INTERNAS. 
F/2017/409 ,2017-01-11,359.93,B82080177,RICOH ESPAÑA SLU,FRA:841224282_DECEMBRO 2016_ARRENDAMENTO FOTOCOPIADORAS AREA ECONOMICA ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/410 ,2017-01-11,8198.55,B70232012,ATLANTIC PONTE 2000 SLU,"XESTION DOS LOCAIS DE ENSAIO ADSCRITOS A CONCELLERIA DE EDUCACION , DEPORTES E XUVENTUDE / Gasto corrente (Parches bater ",337 - INSTALACIONES DE OCUPACIÓN DEL TIEMPO LIBRE 
F/2017/412 ,2017-01-11,104.67,B82080177,RICOH ESPAÑA SLU,"IMPUTACION DA FRA. 841215229 AO EXERCICIO 2017, 01/09/2016 - 30/11/2016, CONTADOR FOTOCOPIADORA CC LABAÑOU E CASTRILLON ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/414 ,2017-01-11,70.0,*,[Anonimizado]*,FRA. 214. TRATAMENTO DENTAL. SOLEDAD ZULOETA PEREZ ,[ANTICIPO DE CAJA]
F/2017/415 ,2017-01-11,7.0,H15618507,COMUNIDAD PROPIETARIOS GARAJE II EDIFICIO HERRADURA,"FRA. Diciembre/2016 CUOTA MENSUAL PLAZA GARAJE Nº16 PLAZA ALCALDESA BERTA TAPIA,Nº 1-2º IZDA.. DICIEMBRE/16 ",[ANTICIPO DE CAJA]
F/2017/417 ,2017-01-11,76.05,*,[Anonimizado]*,CONTRATO: 162260. FRA AUGA; A2016-00441091. PAULA MARIA FERNANDEZ BELLON ,[ANTICIPO DE CAJA]
F/2017/418 ,2017-01-11,300.0,*,[Anonimizado]*,"IMPUTACION DA FRA. 14/16 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA AXUDA PAGO ESCOLAS INFANTIS ""XENESIS"" ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/419 ,2017-01-11,61.57,*,[Anonimizado]*,CONTRATO; 337991. FRA AUGA; A-2016/444084-1. ABDELAZIZ HICHAM HICHAM ,[ANTICIPO DE CAJA]
F/2017/420 ,2017-01-11,3953.25,*,[Anonimizado]*,"FRA.Nº 001/2017 DECEMBRO 2016 IMPARTICION ACCION FORMATIVA PINTURA DECORATIVA-UDS COMPETENCIA, LOTE 5 AS-9/2016, 125,5 H ",241 - FOMENTO DEL EMPLEO. 
F/2017/422 ,2017-01-11,724.09,B70203518,CREARTE SERVIZOS CULTURAIS SL,"IMPUTACIÓN FRA. 525 AO EXERCICIO 2017, SERVIZO VISITAS GUIADAS AO MUSEO ARQUEOLÓXICO E CASTRO DE ELVIÑA, DECEMBRO 2016 ",336 - PROTECCIÓN Y GESTIÓN  DEL PATRIMONIO HISTÓRICO-ARTÍSTICO. 
F/2017/423 ,2017-01-11,12215.0,*,[Anonimizado]*,"IMPUTACION DA FRA. 1/2017 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO LA GRANDE OBRA DE ATOCHA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/424 ,2017-01-11,3025.0,*,[Anonimizado]*,FRA. 0-17 REPARACIÓN RELOJ PALACIO MUNICIPAL ,933 - GESTIÓN DEL PATRIMONIO. 
F/2017/440 ,2017-01-11,33.88,B15806953,SOGEVENDING SL,"IMPUTACION DA FRA. 22 AO EXERCICIO 2017, SUBMINISTRO DE GARRAFA E VASOS DE AUGA PARA CENTRO CIVICO DE MONTE ALTO ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/448 ,2017-01-11,5482.46,B70125562,ACADEMIA ARISTOS 2007 SL,"FRA. Emit- 64 CANGURAXE A DOMICILIO, DECEMBRO 2016 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/449 ,2017-01-11,342.04,A28899599,MICRONET S A,Contrato de Mantenimiento del Software Knosys del Servicio de Atención e Información Telefónica al Ciudadano - teléfono  ,926 - COMUNICACIONES INTERNAS. 
F/2017/450 ,2017-01-11,2849.88,*,[Anonimizado]*,"IMPUTACION DA FRA. 20/16 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR IES ELVIÑA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/452 ,2017-01-11,818.0,*,[Anonimizado]*,"IMPUTACION DA FRA. 0978 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO SANTA MARIA DEL MAR ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/454 ,2017-01-11,125.0,H15410160,C P FERNANDEZ LATORRE 64 66 DR HERVADA 2,"FRA. 168/1520357 Cuota de comunidad CCPP Fdez Latorre 64 primero dcha, enero 2017 ",[ANTICIPO DE CAJA]
F/2017/455 ,2017-01-11,125.0,H15410160,C P FERNANDEZ LATORRE 64 66 DR HERVADA 2,"Fra. 168/1520358 Cuota de comunidad CCPP Fdez Latorre 64 primero izda, enero 2017 ",[ANTICIPO DE CAJA]
F/2017/456 ,2017-01-11,100.0,H15379472,CPG CALLE MATADERO 68,"Fra. 227/1522992  CCPP c. Matadero 68 local 4, 19ª cuota de sustitución de ascensores ",[ANTICIPO DE CAJA]
F/2017/457 ,2017-01-11,115.0,H15379472,CPG CALLE MATADERO 68,"Fra. 227/1521126 Cuota de comunidad CCPP c. Matadero 68 local 4, enero 2017 ",[ANTICIPO DE CAJA]
F/2017/458 ,2017-01-11,792.55,J70106737,CRISTALERIA FORNELOS SC,"IMPUTACION DA FRA. 9ª/ENER/17 AO EXERCICIO 2017,M COLOCACION CRISTAL POR ROTURA CC SANTA MARGARITA O 12/12/2016 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/461 ,2017-01-11,48.4,B70155213,VILLAMAR CRESPO S L,IMPUTACIÓN AO EXERCICIO 2017 DA FRA 16 263 LONA PARA DISPLAY CORUNA CORRE MATOGRANDE. ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/463 ,2017-01-11,174.24,B15354327,INTERIORES GALICIA SL,TABLERO CARROCERO Suministro de tablero carrocero de 1220*1500*16 ,[ANTICIPO DE CAJA]
F/2017/464 ,2017-01-11,635.25,B70321567,SUTECLI SL,"IMPUTAR A FACTURA Emit- 1 AO ORZAMENTO EN VIGOR, POLA REPOSICIÓN DE BOMBA CALOR RESTAURANTE DOMUS ",3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/465 ,2017-01-11,63.03,B82080177,RICOH ESPAÑA SLU,"IMPUTACION DA FRA. 840944071 AO EXERCICIO 2017, 01/03/2016 - 31/05/2016, CONTADOR FOTOCOPIADORA CC LABAÑOU E CASTRILLON ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/466 ,2017-01-11,60.51,B82080177,RICOH ESPAÑA SLU,"IMPUTACION DA FRA. 840810883 AO EXERCICIO 2017, 01/12/2015 - 29/02/2016, CONTADOR FOTOCOPIADORA CC LABAÑOU E CASTRILLON ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/467 ,2017-01-11,213.61,B70321567,SUTECLI SL,FACTURA Emit- 2 POLA REPARACIÓN VALVULA DO CLIMATIZADOR MAREMAGNUM. MANTEMENTO INSTALACIÓNS ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/468 ,2017-01-11,60.79,B82080177,RICOH ESPAÑA SLU,"IMPUTACION DA FRA. 841083763 AO EXERCICIO 2017, 01/06/2016 - 31/08/2016, CONTADOR FOTOCOPIADORA CC LABAÑOU E CASTRILLON ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/469 ,2017-01-11,244.02,B36603363,SPICA S L,Soporte plataforma SÉNECA XS ( período dic 2016) ,926 - COMUNICACIONES INTERNAS. 
F/2017/471 ,2017-01-11,515.96,B15762677,CARRASCO BORREGO SL,"IMPUTACION DA FRA. 32 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR COLEXIO KARBO ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/472 ,2017-01-11,544.5,B15354327,INTERIORES GALICIA SL,LOGOS Suministro y colocación de logos con horarios en inox con braile para ascensor de la C/ Troncoso. ,1539 - VÍAS PÚBLICAS. 
F/2017/475 ,2017-01-11,112.11,B82080177,RICOH ESPAÑA SLU," Facturación de Precio por copia B/N, Ref.: CENTRO GESTOR 510100, Contrato: 07401418, Modelo: DSM620D, Num. Serie: K8356 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/476 ,2017-01-11,28.48,B82080177,RICOH ESPAÑA SLU," Facturación de Precio por copia B/N, Ref.: CENTRO GESTOR 510100, Contrato: 07401418, Modelo: DSM620D, Num. Serie: K8356 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/477 ,2017-01-11,72.65,B82080177,RICOH ESPAÑA SLU," Facturación de Precio por copia B/N, Ref.: CENTRO GESTOR 510100, Contrato: 07401418, Modelo: DSM620D, Num. Serie: K8356 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/478 ,2017-01-11,56.51,B82080177,RICOH ESPAÑA SLU," Facturación de Precio por copia B/N, Ref.: CENTRO GESTOR 510100, Contrato: 07401418, Modelo: DSM620D, Num. Serie: K8356 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/479 ,2017-01-11,5022.74,U81908675,UTE BABCOCK KOMMUNAL Y TECMED S A,FRA. Nº 0486FACT160211. DICIEMBRE 2016. SERVIZO PUNTO LIMPO MOVIL ,"1629 - RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS. "
F/2017/480 ,2017-01-11,21064.2,U81908675,UTE BABCOCK KOMMUNAL Y TECMED S A,FRA. Nº 0486FACT160212. DICIEMBRE 2016. COSTES DE EXPLOTACION DOS 4 PUNTOS LIMPOS ,"1629 - RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS. "
F/2017/481 ,2017-01-11,403999.6,U81908675,UTE BABCOCK KOMMUNAL Y TECMED S A,FRA. Nº 0486FACT160204. DECEMBRO 2016. TRATAMENTO DE RESIDUOS ,"1629 - RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS. "
F/2017/482 ,2017-01-11,2187.47,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000987 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP CONCEPCION ARENAL ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/483 ,2017-01-11,3641.04,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000989 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP SAGRADA FAMILIA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/484 ,2017-01-11,1798.56,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000990 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP SAN FRANCISCO JAVIER ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/485 ,2017-01-11,1617.0,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000988 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP RAMON DE LA SAGRA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/486 ,2017-01-11,3069.08,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000986 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP ALBORADA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/487 ,2017-01-11,83.12,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000992 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP ZALAETA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/488 ,2017-01-11,1117.95,B27831783,ALIMENTACION SALUDABLE GALLEGA SL,"IMPUTACION DA FRA. 8500000991 AO EXERCICIO 2017, DECEMBRO 2016, PROGRAMA BOLSAS COMEDOR CEIP SAN PEDRO DE VISMA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/489 ,2017-01-11,182831.47,U81908675,UTE BABCOCK KOMMUNAL Y TECMED S A,FRA. Nº 0486FACT160216. DECEMBRO 2016. XESTION DO 55% REXEITAMENTO PLANTA DE NOSTIAN ,"1629 - RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS. "
