#,Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,20,921,12003,Sueldos del Grupo C1.,59309.04,,59309.04,50658.9
,,20,921,12006,Trienios.,23136.54,,23136.54,18158.19
,,20,921,12100,Complemento de destino.,103241.6,,103241.6,76418.55
,,20,921,12101,Complemento específico.,187746.58,,187746.58,160790.65
,,20,921,16000,Seguridad Social.,119666.08,,119666.08,107306.71
,,20,921,22000,Ordinario no inventariable.,750.0,,750.0,
,,20,921,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,200.0,
,,20,921,22199,Otros suministros.,100.0,,100.0,
,,20,922,22602,Publicidad y propaganda.,446789.31,,446789.31,428603.8
,,20,922,2260211,REM./11 PUBLICIDAD Y PROPAGANDA,,,,
,,20,922,22603,Publicación en Diarios Oficiales.,75000.0,-60000.0,15000.0,
,,20,922,22604,"Jurídicos, contenciosos.",847.7,,847.7,254.4
,,20,922,2260411,"REM./11 JURIDICOS, CONTENCIOSOS",,,,
,,20,922,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,157715.41,847.7,158563.11,115550.7
,,20,922,2274611,REM./11 CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,,12326.55,12326.55,10853.21
,,20,922,64000,GASTOS EN INVERSIONES DE CARACTER INMATERIAL,31382.19,,31382.19,10947.9
,,20,922,6400011,REM./11 GASTOS EN INVERSIONES DE CARACTER INMATERIAL,,,,
,,20,922,6850111,REM./11 ARCHIVO FOTOGRÁFICO,,454.3,454.3,454.3
,,20,923,22746,CONTRATOS ASISTENCIA EN PLANIFICACIÓN Y CONTROL,53000.0,920.08,53920.08,38678.92
,,20,924,12001,Sueldos del Grupo A2.,12906.52,,12906.52,12207.14
,,20,924,12006,Trienios.,34.77,,34.77,34.77
,,20,924,12100,Complemento de destino.,6155.8,,6155.8,5276.4
,,20,924,12101,Complemento específico.,8322.16,,8322.16,8167.42
,,20,924,16000,Seguridad Social.,9886.82,,9886.82,9353.35
,,20,924,22613,GASTOS ELECTORALES,100.0,23000.0,23100.0,11639.14
,,20,924,2261311,REM./11 GASTOS ELECTORALES,,,,
,,20,925,12000,Sueldos del Grupo A1.,14677.32,,14677.32,1819.72
,,20,925,12001,Sueldos del Grupo A2.,12906.52,,12906.52,5121.51
,,20,925,12003,Sueldos del Grupo C1.,19769.68,,19769.68,18681.92
,,20,925,12004,Sueldos del Grupo C2.,33514.32,,33514.32,26269.15
,,20,925,12006,Trienios.,6716.21,,6716.21,4727.1
,,20,925,12100,Complemento de destino.,46301.78,,46301.78,27692.9
,,20,925,12101,Complemento específico.,72838.36,,72838.36,80632.23
,,20,925,16000,Seguridad Social.,60291.16,,60291.16,52964.3
,,20,925,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,30885.2,36769.07,67654.27,67650.55
,,20,925,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",500.0,,500.0,500.0
,,20,925,22750,SERVICIOS DE ATENCION TELEFÓNICA,425000.0,10607.45,435607.45,369827.35
,,20,925,22799,Otros trabajos realizados por otras empresas y profes.,11860.0,7670.0,19530.0,19530.0
,,20,925,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",1000.0,,1000.0,999.99
,,20,926,12000,Sueldos del Grupo A1.,58709.28,,58709.28,56238.84
,,20,926,12001,Sueldos del Grupo A2.,25813.04,,25813.04,24535.72
,,20,926,12003,Sueldos del Grupo C1.,118618.08,,118618.08,106506.36
,,20,926,12004,Sueldos del Grupo C2.,16757.16,,16757.16,15438.28
,,20,926,12006,Trienios.,47336.26,,47336.26,41040.14
,,20,926,12100,Complemento de destino.,135887.08,,135887.08,113695.0
,,20,926,12101,Complemento específico.,197315.72,,197315.72,192727.42
,,20,926,13000,Retribuciones básicas.,19192.68,,19192.68,17403.0
,,20,926,13002,Otras remuneraciones.,49785.75,,49785.75,48267.69
,,20,926,16000,Seguridad Social.,182118.85,,182118.85,172589.74
,,20,926,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACION,40.0,100000.0,100040.0,72474.32
,,20,926,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",500.0,,500.0,300.98
,,20,926,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,3000.0,,3000.0,1379.4
,,20,926,22000,Ordinario no inventariable.,300.0,,300.0,
,,20,926,22001,"Prensa, revistas, libros y otras publicaciones.",500.0,,500.0,
,,20,926,22002,Material informático no inventariable.,150000.0,-100000.0,50000.0,55009.88
,,20,926,22199,Otros suministros.,5000.0,,5000.0,995.93
,,20,926,22203,Informáticas.,40298.33,,40298.33,15464.02
,,20,926,22699,Otros gastos diversos,1600.0,,1600.0,1582.9
,,20,926,22706,Estudios y trabajos técnicos.,23000.0,,23000.0,40904.7
,,20,926,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,21173.92,21173.92,21173.92
,,20,926,22799,Otros trabajos realizados por otras empresas y profes.,543562.23,58652.57,602214.8,485861.79
,,20,926,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,208531.28,208531.28,199266.48
,,20,926,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,11866.35,111866.35,111866.34
,,20,926,6220011,REM./11 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,91487.64,91487.64,14348.1
,,20,926,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",5000.0,,5000.0,4592.41
,,20,926,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,20,926,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,160000.03,5811.5,165811.53,136139.44
,,20,926,6260010,REM./10 INVERSION NUEVA EQUIPOS PROCESOS INFORMACION,,25775.04,25775.04,25775.04
,,20,926,6260011,REM./11 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,101749.94,101749.94,20938.44
,,20,926,64100,ADQUISICIÓN DE SOFTWARE,257347.16,61744.93,319092.09,172422.53
,,20,926,6410008,REM./08 ADQUISICION DE SOFTWARE,,33061.03,33061.03,33061.03
,,20,926,6410011,REM./11 ADQUISICIÓN DE SOFTWARE,,92907.9,92907.9,92907.79
,,20,926,6850111,REM./11 ARCHIVO FOTOGRÁFICO,,,,
,,20,930,2279910,REM./10 OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,,,
,,20,931,12000,Sueldos del Grupo A1.,117418.56,,117418.56,98412.28
,,20,931,12001,Sueldos del Grupo A2.,38719.56,,38719.56,30743.9
,,20,931,12003,Sueldos del Grupo C1.,49424.2,,49424.2,34892.89
,,20,931,12004,Sueldos del Grupo C2.,41892.9,,41892.9,44970.05
,,20,931,12006,Trienios.,47166.74,,47166.74,36130.54
,,20,931,12100,Complemento de destino.,161126.7,,161126.7,119673.57
,,20,931,12101,Complemento específico.,335874.28,,335874.28,286899.89
,,20,931,13000,Retribuciones básicas.,11131.44,,11131.44,
,,20,931,13002,Otras remuneraciones.,9815.54,,9815.54,79.46
,,20,931,16000,Seguridad Social.,189502.38,,189502.38,193351.27
,,20,932,12000,Sueldos del Grupo A1.,102741.24,,102741.24,97841.93
,,20,932,12003,Sueldos del Grupo C1.,98848.4,,98848.4,91899.16
,,20,932,12004,Sueldos del Grupo C2.,242978.82,,242978.82,213149.52
,,20,932,12005,Sueldos del Grupo E.,7678.58,,7678.58,7321.19
,,20,932,12006,Trienios.,93553.04,,93553.04,78202.84
,,20,932,12100,Complemento de destino.,274993.04,-15476.4,259516.64,225012.6
,,20,932,12101,Complemento específico.,379591.8,,379591.8,388412.33
,,20,932,13000,Retribuciones básicas.,20617.74,,20617.74,12862.49
,,20,932,13002,Otras remuneraciones.,20434.82,,20434.82,16746.83
,,20,932,16000,Seguridad Social.,368965.85,,368965.85,322950.16
,,20,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,65000.0,40000.0,105000.0,104464.66
,,20,933,2120011,REM./11 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,16987.1,16987.1,16987.1
,,20,933,22400,PRIMAS DE SEGUROS,112000.0,,112000.0,105022.17
,,20,933,22501,Tributos de las Comunidades Autónomas.,828.0,,828.0,
,,20,933,22700,Limpieza y aseo.,602951.43,54273.3,657224.73,608454.76
,,20,933,2270011,REM./11 LIMPIEZA Y ASEO,,,,
,,20,933,22701,Seguridad.,596981.92,58748.4,655730.32,666610.56
,,20,933,2270111,REM./11 SEGURIDAD,,476.7,476.7,476.7
,,20,933,22793,RECONOCIMIENTO DE CREDITO,,22797.96,22797.96,22797.96
,,20,933,22799,Otros trabajos realizados por otras empresas y profes.,87931.33,-18000.0,69931.33,59738.74
,,20,933,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,1188.93,1188.93,1188.93
,,20,933,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,17778.69,17778.69,17778.69
,,20,933,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,-50000.0,50000.0,25359.7
,,20,934,12000,Sueldos del Grupo A1.,88063.92,,88063.92,91674.79
,,20,934,12001,Sueldos del Grupo A2.,25813.04,,25813.04,13439.6
,,20,934,12003,Sueldos del Grupo C1.,118618.08,,118618.08,107112.2
,,20,934,12004,Sueldos del Grupo C2.,202473.25,,202473.25,190258.69
,,20,934,12006,Trienios.,100476.91,,100476.91,85427.56
,,20,934,12100,Complemento de destino.,269237.68,,269237.68,223118.55
,,20,934,12101,Complemento específico.,436022.09,,436022.09,448247.64
,,20,934,13000,Retribuciones básicas.,31121.26,,31121.26,12947.81
,,20,934,13002,Otras remuneraciones.,23415.42,,23415.42,12090.36
,,20,934,16000,Seguridad Social.,351052.38,,351052.38,340089.06
,,20,935,12000,Sueldos del Grupo A1.,14677.32,,14677.32,14203.44
,,20,935,12003,Sueldos del Grupo C1.,9884.84,,9884.84,9500.3
,,20,935,12004,Sueldos del Grupo C2.,8378.58,,8378.58,7784.79
,,20,935,12006,Trienios.,8073.08,,8073.08,7176.6
,,20,935,12100,Complemento de destino.,23061.5,,23061.5,19767.0
,,20,935,12101,Complemento específico.,53284.42,,53284.42,51125.64
,,20,935,16000,Seguridad Social.,29273.82,,29273.82,30060.44
,,20,935,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",100.0,,100.0,
,,20,935,22000,Ordinario no inventariable.,100.0,,100.0,115.96
,,20,935,22001,"Prensa, revistas, libros y otras publicaciones.",300.0,,300.0,380.0
,,20,935,22201,Postales.,100.0,,100.0,
,,20,935,22699,Otros gastos diversos,100.0,,100.0,
,,20,935,22700,Limpieza y aseo.,5302.71,,5302.71,5142.52
,,20,935,22799,Otros trabajos realizados por otras empresas y profes.,90.67,,90.67,90.0
,,21,930,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,4000.0,1800.0,5800.0,2969.12
,,21,930,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,2000.0,,2000.0,1634.42
,,21,930,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1350.0,,1350.0,1641.76
,,21,930,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",500.0,,500.0,
,,21,930,22000,Ordinario no inventariable.,18000.0,-1800.0,16200.0,19488.69
,,21,930,22001,"Prensa, revistas, libros y otras publicaciones.",500.0,,500.0,87.0
,,21,930,22199,Otros suministros.,450.0,,450.0,
,,21,930,22201,Postales.,337500.0,148088.57,485588.57,483122.36
,,21,930,22602,Publicidad y propaganda.,9000.0,7379.4,16379.4,29644.27
,,21,930,22603,Publicación en Diarios Oficiales.,19326.37,,19326.37,8215.69
,,21,930,22638,GTOS.RECAUDAT.INCLUYE DEV.ING.INDEBIDOS,18000.0,,18000.0,11936.78
,,21,930,22699,Otros gastos diversos,3600.0,,3600.0,3050.17
,,21,930,22706,Estudios y trabajos técnicos.,203355.0,-49196.03,154158.97,43043.02
,,21,930,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,9872.22,9872.22,9872.22
,,21,930,22799,Otros trabajos realizados por otras empresas y profes.,2618.84,,2618.84,3482.28
,,21,930,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",600.0,,600.0,324.5
,,21,930,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,491.44,491.44,
,,21,930,62500,INV.NUEVA MOBILIARIO Y ENSERES,100.0,,100.0,
,,21,930,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,600.0,600.0,
,,30,151,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,100.0,,100.0,
,,30,151,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,6000.0,2000.0,8000.0,9117.15
,,30,151,2120011,REM./11 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,22414.3,22414.3,
,,30,151,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",1000.0,5000.0,6000.0,5093.99
,,30,151,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",1000.0,,1000.0,
,,30,151,22000,Ordinario no inventariable.,22000.0,-2000.0,20000.0,13087.85
,,30,151,22001,"Prensa, revistas, libros y otras publicaciones.",1200.0,,1200.0,799.96
,,30,151,22103,Combustibles y carburantes.,4300.0,,4300.0,4379.66
,,30,151,22104,Vestuario.,150.0,,150.0,
,,30,151,22199,Otros suministros.,200.0,,200.0,
,,30,151,22201,Postales.,2900.0,,2900.0,708.43
,,30,151,22602,Publicidad y propaganda.,13000.0,,13000.0,5007.92
,,30,151,22603,Publicación en Diarios Oficiales.,9000.0,,9000.0,1502.86
,,30,151,22606,"Reuniones, conferencias y cursos.",31600.0,-27000.0,4600.0,
,,30,151,22612,INDEMNIZACIONES PARQUE OFIMATICO,,,,
,,30,151,2261211,REM./11 INDEMNIZACIONES PARQUE OFIMATICO,,,,
,,30,151,22614,INDEMNIZACIONES VARIAS,118520.09,102714.2,221234.29,245527.38
,,30,151,2261411,REM./11 INDEMNIZACIONES VARIAS,,318974.91,318974.91,165186.99
,,30,151,22617,OTROS GASTOS DIVERSOS CUENTA LIQUIDACION PARQUE OFIMATICO,,,,
,,30,151,2261711,REM./11 OTROS GASTOS DIVERSOS CTA LIQU. PARQUE OFIMATICO,,,,
,,30,151,22622,CAMPAÑAS INFORMATIVAS CURSOS Y OTROS,10000.0,,10000.0,
,,30,151,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,,1.0,
,,30,151,22699,Otros gastos diversos,30000.0,,30000.0,5348.43
,,30,151,22700,Limpieza y aseo.,67807.6,5487.31,73294.91,62134.98
,,30,151,2270011,REM./11 LIMPIEZA Y ASEO,,,,
,,30,151,22706,Estudios y trabajos técnicos.,688112.37,-450000.0,238112.37,233207.72
,,30,151,2270609,REM./09 ESTUDIOS Y TRABAJOS TECNICOS,,143534.32,143534.32,
,,30,151,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,26857.88,26857.88,8180.92
,,30,151,22719,EDICIONES,1000.0,27000.0,28000.0,5239.3
,,30,151,2277209,REM./09 PROYECTO PEATONALIZACION SENDAS VERDES ZONA URBANA-C,,,,
,,30,151,22799,Otros trabajos realizados por otras empresas y profes.,5785.42,847.62,6633.04,5844.48
,,30,151,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,,,
,,30,151,60005,ADQUISICION TERRENOS,1425000.0,1000000.0,2425000.0,2295575.83
,,30,151,6000504,REM./04 ADQUISICION TERRENOS (AMP.609.01),,,,
,,30,151,6000506,REM./06 ADQUISICION DE TEERENOS,,,,
,,30,151,6000507,REM./07 ADQUISICIÓN DE TERRENOS,,79575.22,79575.22,79575.22
,,30,151,6000508,REM./08 ADQUISICION DE TERRENOS,,183168.81,183168.81,183168.81
,,30,151,6000509,REM./09 ADQUISICION DE TERRENOS,,61846.56,61846.56,61843.56
,,30,151,6000510,REM./10 ADQUISICION DE TERRENOS,,,,
,,30,151,6000511,REM./11 ADQUISICION DE TERRENOS,,2346969.56,2346969.56,2283942.94
,,30,151,60906,INV.NUEVA-CUOTAS URBANIZACIÓN,240000.0,,240000.0,
,,30,151,6090608,REM./08 INV. NUEVA-CUOTAS URBANIZACION,,42644.72,42644.72,
,,30,151,6090610,REM./10 INV.NUEVA -CUOTAS URBANIZACION,,,,
,,30,151,6090611,REM./11 INV.NUEVA-CUOTAS URBANIZACIÓN,,43909.29,43909.29,
,,30,151,60907,INV.NUEVA-OBRAS DE URBANIZACION,9305105.4,47697.75,9352803.15,1200754.8
,,30,151,6090705,REM./05 OBRAS DE URBANIZACIÓN,,26667.54,26667.54,
,,30,151,6090709,REM./09 OBRAS DE URBANIZACION,,,,
,,30,151,6090710,REM./10 OBRAS DE URBANIZACION,,,,
,,30,151,6090711,REM./11 OBRAS DE URBANIZACION,,2470933.26,2470933.26,1788111.22
,,30,151,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",3000.0,,3000.0,154.3
,,30,151,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,30,151,62500,INV.NUEVA MOBILIARIO Y ENSERES,3000.0,,3000.0,253.83
,,30,151,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,,,
,,30,151,62700,PROYECTOS COMPLEJOS,40000.0,-14632.0,25368.0,
,,30,151,64100,ADQUISICIÓN DE SOFTWARE,500.0,14632.0,15132.0,15036.96
,,30,152,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,23984.72,290.0,24274.72,23386.49
,,30,152,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",40000.0,,40000.0,16172.43
,,30,152,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,52000.0,,52000.0,40023.49
,,30,152,2120008,REM./08 REPARAC.MANTENI.EDIFICIOS Y O.CONSTRUC,,9001.75,9001.75,
,,30,152,22000,Ordinario no inventariable.,7088.0,14137.71,21225.71,11765.09
,,30,152,2200011,REM./11 ORDINARIO NO INVENTARIABLE,,10628.22,10628.22,2853.69
,,30,152,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,5024.8,5224.8,89.86
,,30,152,2200108,"REM./08 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,4071.38,4071.38,
,,30,152,22102,Gas.,2200.0,,2200.0,43.05
,,30,152,22201,Postales.,1000.0,,1000.0,
,,30,152,22602,Publicidad y propaganda.,20000.0,11409.7,31409.7,18283.4
,,30,152,2260211,REM./11 PUBLICIDAD Y PROPAGANDA,,12338.0,12338.0,
,,30,152,22606,"Reuniones, conferencias y cursos.",11000.0,,11000.0,
,,30,152,22628,EXPOSICIONES,,,,
,,30,152,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,,1.0,
,,30,152,22699,Otros gastos diversos,60000.0,,60000.0,59151.06
,,30,152,2269908,REM./08 OTROS,,12169.08,12169.08,
,,30,152,22700,Limpieza y aseo.,17445.01,,17445.01,17288.56
,,30,152,22706,Estudios y trabajos técnicos.,220000.0,,220000.0,86813.06
,,30,152,2270608,REM./08 ESTUDIOS Y TRABAJOS TECNICOS,,2268.84,2268.84,
,,30,152,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,33138.0,33138.0,21063.0
,,30,152,22799,Otros trabajos realizados por otras empresas y profes.,56828.81,,56828.81,45050.94
,,30,152,60900,OBRAS DE INVERSIONES,90000.0,-40000.0,50000.0,34245.22
,,30,152,6090011,REM./11 OBRAS DE INVERSIONES,,28287.11,28287.11,6231.19
,,30,152,60907,INV.NUEVA-OBRAS DE URBANIZACION,977400.0,,977400.0,699947.84
,,30,152,6090711,REM./11 OBRAS DE URBANIZACION,,242000.0,242000.0,213000.0
,,30,152,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,9092.76,9092.76,9092.76
,,30,152,62500,INV.NUEVA MOBILIARIO Y ENSERES,,907.24,907.24,743.59
,,30,152,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,11383.8,11383.8,6714.0
,,30,152,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,364862.5,,364862.5,364669.98
,,30,152,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,236218.17,236218.17,236218.17
,,30,152,68200,GTOS.EN BIENES PATRIMONIALES EDIF.Y CONS,74385.67,,74385.67,74385.67
,,30,152,78000,TRANSFERENCIAS DE CAPITAL,30000.0,-30000.0,,
,,30,152,78001,SUBVENCIONES REHABILITACIÓN VIVIENDAS,200000.0,220000.0,420000.0,40101.43
,,30,152,7800111,REM./11 SUBVENCIONES REHABILITACIÓN VIVIENDAS,,200059.15,200059.15,64084.84
,,30,152,78004,SUBVENCIONES ACCESIBILIDAD,150000.0,670000.0,820000.0,101568.96
,,30,152,78005,SUBVENCIONES ELIMINACION CABLEADO EXTERIOR,100000.0,-100000.0,,
,,30,152,78010,CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILITACION,1416935.0,,1416935.0,1190770.11
,,30,152,7801009,REM./09 CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILIT.,,44000.0,44000.0,44000.0
,,30,152,7801010,REM./10 CONVENIO AYTO-IGVS-MºFOMENTO AREAS DE REHABILIT.,,367858.13,367858.13,125579.94
,,30,152,7801011,REM./11 CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHAB.,,792865.15,792865.15,468446.87
,,30,155,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",3050984.64,240000.0,3290984.64,2767260.53
,,30,155,2100011,"REM./11 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,14564.84,14564.84,11134.32
,,30,155,21092,INFRAESTRUCTURAS Y BIENES NATURALES,,16120.22,16120.22,16120.22
,,30,155,22199,Otros suministros.,12000.0,1000.0,13000.0,12933.66
,,30,155,2219911,REM./11 OTROS SUMINISTROS,,,,
,,30,155,22614,INDEMNIZACIONES VARIAS,,49026.24,49026.24,
,,30,155,22699,Otros gastos diversos,1500.0,,1500.0,1465.08
,,30,155,22706,Estudios y trabajos técnicos.,1014765.12,-431000.0,583765.12,431192.37
,,30,155,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,3000.0,3000.0,
,,30,155,60907,INV.NUEVA-OBRAS DE URBANIZACION,2773293.1,-1120000.0,1653293.1,846741.88
,,30,155,6090702,REM./02 OBRAS URBANIZACIÓN,,,,
,,30,155,6090704,REM./04 OBRAS DE URBANIZACION,,,,
,,30,155,6090706,REM./06 OBRAS DE URBANIZACION,,1520.65,1520.65,1520.65
,,30,155,6090707,REM./07  OBRAS DE URBANIZACIÓN,,,,
,,30,155,6090708,REM./08 OBRAS DE URBANIZACION,,611.74,611.74,611.74
,,30,155,6090709,REM./09 OBRAS DE URBANIZACION,,5900.0,5900.0,5900.0
,,30,155,6090710,REM./10 OBRAS DE URBANIZACION,,,,
,,30,155,6090711,REM./11 OBRAS DE URBANIZACION,,1175767.21,1175767.21,881960.48
,,30,155,60908,INVERSION NUEVA. OBRAS URBANIZACION:PLAN MOVILIDAD.URBANA C.,,25000.0,25000.0,
,,30,155,60911,MOBILIARIO URBANO EN ESPACIOS PUBLICOS,50000.0,20000.0,70000.0,59840.86
,,30,155,61907,INV.REPOS.-OBRAS DE URBANIZACIÓN,600000.0,-139804.43,460195.57,11740.19
,,30,155,6190711,REM./11 INV.REPOS.-OBRAS DE URBANIZACIÓN,,747960.5,747960.5,524484.46
,,30,155,6270011,REM./11 PROYECTOS COMPLEJOS,,,,
,,30,155,72300,TRANSFERENCIA DE CAPITAL A  AUTORIDAD PORTUARIA DE A CORUÑA,3000000.0,,3000000.0,1500000.0
,,30,155,76100,A LA DIPUTACIÓN PROVINCIAL DE A CORUÑA,45547.92,,45547.92,25359.67
,,30,155,7610011,REM./11 A LA DIPUTACIÓN PROVINCIAL DE A CORUÑA,,632822.38,632822.38,632822.38
,,30,161,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",513989.83,-255333.75,258656.08,216733.97
,,30,161,2100011,"REM./11 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,52500.01,52500.01,52500.01
,,30,161,22104,Vestuario.,,,,629.98
,,30,161,22199,Otros suministros.,10000.0,,10000.0,2052.28
,,30,161,2219911,REM./11 OTROS SUMINISTROS,,2243.42,2243.42,
,,30,161,22706,Estudios y trabajos técnicos.,100000.0,-49026.24,50973.76,22260.8
,,30,161,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,70800.0,70800.0,70800.0
,,30,161,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,20000.0,,20000.0,
,,30,161,62203,PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,241098.25,,241098.25,
,,30,161,6220311,REM./11 PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,,77270.23,77270.23,77259.3
,,30,161,62900,OT.INV. NUEVAS ASOCIADAS AL FUNCIONAMIENTO DE LOS SERVICIOS,70000.0,52566.14,122566.14,
,,30,161,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,82800.0,82800.0,19947.99
,,30,161,63900,OTRA INVERSION DE REPOS. ASOCIADA AL FUNCIONAM. OPER.SERV.,62896.1,-22566.14,40329.96,33509.61
,,30,165,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",99680.0,505000.0,604680.0,437028.08
,,30,165,2100011,"REM./11 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,58000.0,58000.0,57044.45
,,30,165,22100,Energía eléctrica.,2053698.56,1447059.4,3500757.96,3209170.73
,,30,165,22199,Otros suministros.,59775.75,30000.0,89775.75,15306.89
,,30,165,2219911,REM./11 OTROS SUMINISTROS,,41489.67,41489.67,32414.79
,,30,165,22699,Otros gastos diversos,821930.06,-258473.0,563457.06,562099.5
,,30,165,2269911,REM./11 OTROS GASTOS DIVERSOS,,,,
,,30,165,22706,Estudios y trabajos técnicos.,,100000.0,100000.0,81598.44
,,30,165,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,4985.0,4985.0,
,,30,165,22799,Otros trabajos realizados por otras empresas y profes.,1129760.56,-480000.0,649760.56,376013.53
,,30,165,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,2061.01,2061.01,2061.01
,,30,165,60909,PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,286170.5,,286170.5,125516.7
,,30,165,6090909,REM./09 PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,,29788.98,29788.98,
,,30,165,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,250000.0,50000.0,300000.0,118358.51
,,30,165,6190009,REM./09 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,113287.72,113287.72,30910.39
,,30,165,6190010,REM./10 OTRAS INV. REPOS. EN INFRAESTRUCTURAS,,11067.32,11067.32,
,,30,165,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",4140.0,,4140.0,
,,30,165,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,108592.54,108592.54,106214.01
