#",,,",Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,20,926,22791,RECONOCIMIENTO CREDITO,,783.74,,783.74
,,20,926,22799,Otros trabajos realizados por otras empresas y profes.,800064.0,-63300.0,,362515.0
,,20,926,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,61569.19,,61292.94
,,20,926,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,100000.0,,,99614.99
,,20,926,6220011,REM./11 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,77048.58,,77048.58
,,20,926,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",5000.0,,,4985.88
,,20,926,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,198500.0,-7817.5,,132356.51
,,20,926,6260011,REM./11 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,75000.0,,
,,20,926,6260012,REM./12 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,23298.65,,20073.9
,,20,926,64100,ADQUISICIÓN DE SOFTWARE,530175.14,,,110914.79
,,20,926,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,146669.55,,124312.62
,,20,930,22091,RECONOCIMIENTO DE CRÉDITO,,,,
,,20,931,12000,Sueldos del Grupo A1.,102741.24,,,97976.45
,,20,931,12001,Sueldos del Grupo A2.,51626.08,,,44091.7
,,20,931,12003,Sueldos del Grupo C1.,39539.36,,,40605.9
,,20,931,12004,Sueldos del Grupo C2.,50271.48,,,44104.08
,,20,931,12006,Trienios.,45847.75,,,37745.29
,,20,931,12100,Complemento de destino.,154842.52,,,122715.35
,,20,931,12101,Complemento específico.,302938.44,,,324827.13
,,20,931,16000,Seguridad Social.,179578.38,,,171976.37
,,20,932,12000,Sueldos del Grupo A1.,102741.24,,,83060.43
,,20,932,12003,Sueldos del Grupo C1.,98848.4,,,93582.22
,,20,932,12004,Sueldos del Grupo C2.,234600.24,,,227873.28
,,20,932,12005,Sueldos del Grupo E.,7678.58,,,
,,20,932,12006,Trienios.,98499.63,,,75619.42
,,20,932,12100,Complemento de destino.,271351.78,,,205628.23
,,20,932,12101,Complemento específico.,372077.8,,,372539.65
,,20,932,13000,Retribuciones básicas.,9557.3,,,4961.75
,,20,932,13002,Otras remuneraciones.,10619.28,,,14938.58
,,20,932,16000,Seguridad Social.,361688.41,,,316869.89
,,20,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,140000.0,-21720.6,,103001.56
,,20,933,22400,PRIMAS DE SEGUROS,111078.91,,,111098.56
,,20,933,22501,Tributos de las Comunidades Autónomas.,45.0,,,
,,20,933,22502,Tributos de las Entidades locales.,103000.0,-1416.66,,101583.34
,,20,933,22700,Limpieza y aseo.,592290.93,-49468.34,,542822.36
,,20,933,2270012,REM./12 LIMPIEZA Y ASEO,,7490.2,,7490.2
,,20,933,22701,Seguridad.,599959.01,31900.0,,594569.13
,,20,933,2270112,REM./12 SEGURIDAD,,5745.96,,5745.96
,,20,933,22791,RECONOCIMIENTO CREDITO,,7396.62,,7396.62
,,20,933,22799,Otros trabajos realizados por otras empresas y profes.,63368.01,-17729.49,,43314.02
,,20,933,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",11000.0,-11000.0,,
,,20,933,62500,INV.NUEVA MOBILIARIO Y ENSERES,226641.85,-226641.85,,
,,20,933,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,80108.4,60000.0,,61046.58
,,20,933,6320012,REM./12 INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,22072.7,,22072.7
,,20,934,12000,Sueldos del Grupo A1.,102741.24,,,103984.67
,,20,934,12001,Sueldos del Grupo A2.,12906.52,,,13256.18
,,20,934,12003,Sueldos del Grupo C1.,118618.08,,,112294.61
,,20,934,12004,Sueldos del Grupo C2.,209464.5,,,213097.23
,,20,934,12006,Trienios.,108647.89,,,88981.9
,,20,934,12100,Complemento de destino.,274018.08,,,224514.85
,,20,934,12101,Complemento específico.,441231.92,,,506920.14
,,20,934,13000,Retribuciones básicas.,14895.14,,,5409.95
,,20,934,13002,Otras remuneraciones.,12022.08,,,6107.95
,,20,934,16000,Seguridad Social.,350050.76,,,348610.32
,,20,935,12000,Sueldos del Grupo A1.,29354.64,,,15098.28
,,20,935,12003,Sueldos del Grupo C1.,9884.84,,,10405.82
,,20,935,12004,Sueldos del Grupo C2.,8378.58,,,8378.58
,,20,935,12006,Trienios.,8407.95,,,7466.01
,,20,935,12100,Complemento de destino.,34715.1,,,19767.0
,,20,935,12101,Complemento específico.,83089.28,,,56578.92
,,20,935,16000,Seguridad Social.,43096.68,,,31914.52
,,20,935,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",50.0,,,
,,20,935,22000,Ordinario no inventariable.,100.0,,,152.51
,,20,935,22001,"Prensa, revistas, libros y otras publicaciones.",400.0,,,380.0
,,20,935,22201,Postales.,50.0,,,
,,20,935,22699,Otros gastos diversos,100.0,,,
,,20,935,22700,Limpieza y aseo.,5349.5,,,4357.5
,,20,935,22799,Otros trabajos realizados por otras empresas y profes.,94.16,,,92.28
,,20,935,62500,INV.NUEVA MOBILIARIO Y ENSERES,700.0,,,671.67
,,21,930,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,6056.19,,,4468.0
,,21,930,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,500.0,,,
,,21,930,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",900.0,,,991.68
,,21,930,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",200.0,,,72.6
,,21,930,22000,Ordinario no inventariable.,16200.0,,,25045.03
,,21,930,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,,68.0
,,21,930,22091,RECONOCIMIENTO DE CRÉDITO,,5209.73,,5209.73
,,21,930,22199,Otros suministros.,200.0,,,
,,21,930,22201,Postales.,310000.0,104000.0,,369778.91
,,21,930,22291,RECONOCIMIENTO DE CREDITO,,25170.28,,25170.28
,,21,930,22602,Publicidad y propaganda.,8100.0,16000.0,,28528.18
,,21,930,2260212,REM./12 PUBLICIDAD Y PROPAGANDA,,1379.4,,
,,21,930,22603,Publicación en Diarios Oficiales.,14000.0,,,1942.99
,,21,930,22638,GTOS.RECAUDAT.INCLUYE DEV.ING.INDEBIDOS,16200.0,,,16104.88
,,21,930,22691,RECONOCIMIENTO DE CREDITO,,12117.12,,12095.3
,,21,930,22699,Otros gastos diversos,3240.0,,,2622.81
,,21,930,22706,Estudios y trabajos técnicos.,185923.8,-120000.0,,24449.91
,,21,930,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,90205.45,,90205.45
,,21,930,22799,Otros trabajos realizados por otras empresas y profes.,3039.6,,,1526.13
,,21,930,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",540.0,,,
,,21,930,62500,INV.NUEVA MOBILIARIO Y ENSERES,90.0,,,
,,30,151,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,50.0,,,
,,30,151,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,7000.0,13000.0,,19477.61
,,30,151,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",700.0,,,
,,30,151,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",1000.0,,,49.01
,,30,151,22000,Ordinario no inventariable.,14000.0,17000.0,,19859.25
,,30,151,22001,"Prensa, revistas, libros y otras publicaciones.",900.0,400.0,,844.39
,,30,151,22103,Combustibles y carburantes.,4500.0,29000.0,,26329.11
,,30,151,22104,Vestuario.,120.0,,,121.99
,,30,151,22199,Otros suministros.,200.0,1000.0,,97.03
,,30,151,22201,Postales.,2500.0,,,536.73
,,30,151,22602,Publicidad y propaganda.,9000.0,20750.0,,17198.6
,,30,151,2260212,REM./12 PUBLICIDAD Y PROPAGANDA,,2069.1,,2069.1
,,30,151,22603,Publicación en Diarios Oficiales.,1000.0,9000.0,,4166.18
,,30,151,22606,"Reuniones, conferencias y cursos.",10000.0,,,
,,30,151,22612,INDEMNIZACIONES PARQUE OFIMATICO,,1510806.72,,503008.47
,,30,151,22614,INDEMNIZACIONES VARIAS,27606.12,890.68,,30775.63
,,30,151,22617,OTROS GASTOS DIVERSOS CUENTA LIQUIDACION PARQUE OFIMATICO,,589193.28,,
,,30,151,22622,CAMPAÑAS INFORMATIVAS CURSOS Y OTROS,5000.0,,,
,,30,151,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,15070.98,,
,,30,151,22691,RECONOCIMIENTO DE CREDITO,,28589.9,,24228.73
,,30,151,22699,Otros gastos diversos,15000.0,23000.0,,18671.1
,,30,151,22700,Limpieza y aseo.,70307.98,1000.0,,65127.19
,,30,151,2270012,REM./12 LIMPIEZA Y ASEO,,11531.16,,11531.16
,,30,151,22706,Estudios y trabajos técnicos.,644483.25,-328040.68,,258115.5
,,30,151,2270609,REM./09 ESTUDIOS Y TRABAJOS TECNICOS,,143534.32,,143534.32
,,30,151,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,9051.72,,9051.72
,,30,151,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,26389.74,,26289.74
,,30,151,22719,EDICIONES,5000.0,,,8818.66
,,30,151,22799,Otros trabajos realizados por otras empresas y profes.,6000.0,,,5995.57
,,30,151,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,721.01,,537.91
,,30,151,60005,ADQUISICION TERRENOS,4934523.76,129265.0,,4906877.57
,,30,151,6000504,REM./04 ADQUISICION TERRENOS (AMP.609.01),,,,
,,30,151,6000506,REM./06 ADQUISICION DE TEERENOS,,,,
,,30,151,6000508,REM./08 ADQUISICION DE TERRENOS,,,,
,,30,151,6000509,REM./09 ADQUISICION DE TERRENOS,,,,
,,30,151,6000510,REM./10 ADQUISICION DE TERRENOS,,,,
,,30,151,6000511,REM./11 ADQUISICION DE TERRENOS,,11067.29,,2223.35
,,30,151,6000512,REM./12 ADQUISICION TERRENOS,,4424.17,,4424.17
,,30,151,60906,INV.NUEVA-CUOTAS URBANIZACIÓN,50000.0,-50000.0,,
,,30,151,6090611,REM./11 INV.NUEVA-CUOTAS URBANIZACIÓN,,43909.29,,21685.87
,,30,151,6090612,REM./12 INV.NUEVA-CUOTAS URBANIZACIÓN,,240000.0,,
,,30,151,60907,INV.NUEVA-OBRAS DE URBANIZACION,6150000.0,,,5995823.54
,,30,151,6090711,REM./11 OBRAS DE URBANIZACION,,336045.18,,216951.29
,,30,151,6090712,REM./12 INV.NUEVA-OBRAS DE URBANIZACION,,241477.53,,241477.53
,,30,151,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",1000.0,8000.0,,8510.47
,,30,151,62500,INV.NUEVA MOBILIARIO Y ENSERES,1000.0,,,
,,30,151,6270012,REM./12 PROYECTOS COMPLEJOS,,20000.0,,
,,30,151,6410012,REM./12 ADQUISICIÓN DE SOFTWARE,,95.04,,85.04
,,30,151,68200,GTOS.EN BIENES PATRIMONIALES EDIF.Y CONS,425684.67,27000.0,,452684.47
,,30,151,75100,TRANSF DE CAPITAL A OOAA Y AGENCIAS DE LAS CCAA,,4900000.0,,4900000.0
,,30,152,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,25500.0,,,25310.36
,,30,152,2020012,REM./12 ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,,887.58,,
,,30,152,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",40000.0,-40000.0,,
,,30,152,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,46800.0,-3931.1,,41372.32
,,30,152,22000,Ordinario no inventariable.,7523.8,,,8253.24
,,30,152,2200012,REM./12 ORDINARIO NO INVENTARIABLE,,10872.02,,10872.02
,,30,152,22001,"Prensa, revistas, libros y otras publicaciones.",200.0,,,105.11
,,30,152,2200112,"REM./12 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,5024.8,,5024.8
,,30,152,22102,Gas.,,17000.0,,
,,30,152,22192,RECONOCIMIENTO DE CREDITO,,8805.84,,8805.84
,,30,152,22201,Postales.,900.0,,,
,,30,152,22602,Publicidad y propaganda.,18000.0,,,3143.58
,,30,152,2260212,REM./12 PUBLICIDAD Y PROPAGANDA,,12338.0,,
,,30,152,22606,"Reuniones, conferencias y cursos.",9900.0,,,6819.04
,,30,152,22685,GASTOS POR ACTUACIONES SUBSIDIARIAS,1.0,20170.85,,14711.12
,,30,152,22699,Otros gastos diversos,60000.0,,,61464.91
,,30,152,22700,Limpieza y aseo.,48300.0,,,32637.86
,,30,152,22706,Estudios y trabajos técnicos.,176000.0,-82874.74,,75300.91
,,30,152,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,84859.72,,62429.72
,,30,152,22799,Otros trabajos realizados por otras empresas y profes.,73630.0,-25000.0,,48061.08
,,30,152,60900,OBRAS DE INVERSIONES,50000.0,260000.0,,70550.9
,,30,152,6090012,REM./12 OBRAS DE INVERSIONES,,15754.78,,13786.68
,,30,152,60907,INV.NUEVA-OBRAS DE URBANIZACION,578000.0,,,341488.32
,,30,152,6090711,REM./11 OBRAS DE URBANIZACION,,29000.0,,29000.0
,,30,152,6090712,REM./12 INV.NUEVA-OBRAS DE URBANIZACION,,277311.08,,266995.82
,,30,152,6250012,REM./12 INV.NUEVA MOBILIARIO Y ENSERES,,163.65,,163.65
,,30,152,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,11384.34,,,8927.89
,,30,152,6260012,REM./12 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,4669.8,,
,,30,152,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,100.0,146110.72,,146210.72
,,30,152,68200,GTOS.EN BIENES PATRIMONIALES EDIF.Y CONS,274385.67,-2000.0,,268385.67
,,30,152,78001,SUBVENCIONES REHABILITACIÓN VIVIENDAS,400000.0,180000.0,,218244.97
,,30,152,7800112,REM./12 SUBVENCIONES REHABILITACION VIVIENDAS,,372764.78,,303756.98
,,30,152,78004,SUBVENCIONES ACCESIBILIDAD,900000.0,750000.0,,492293.83
,,30,152,7800412,REM./12 SUBVENCIONES ACCESIBILIDAD,,707638.55,,608106.12
,,30,152,78005,SUBVENCIONES ELIMINACION CABLEADO EXTERIOR,100000.0,-100000.0,,
,,30,152,78010,CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILITACION,1308000.0,,,1255326.6
,,30,152,7801010,REM./10 CONVENIO AYTO-IGVS-MºFOMENTO AREAS DE REHABILIT.,,31131.2,,28382.74
,,30,152,7801011,REM./11 CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHAB.,,234006.41,,181567.69
,,30,152,7801012,REM./12CONVENIO AYTO-IGVS-Mº FOMENTO AREAS DE REHABILITACION,,209075.63,,52384.13
,,30,155,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",4100586.51,343581.31,,3904627.53
,,30,155,2100012,"REM./12 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,183646.49,,173947.08
,,30,155,22199,Otros suministros.,12000.0,31000.0,,29716.01
,,30,155,22614,INDEMNIZACIONES VARIAS,,35814.0,,35814.0
,,30,155,22699,Otros gastos diversos,1600.0,,,1579.2
,,30,155,22706,Estudios y trabajos técnicos.,1124295.11,-254374.87,,677684.33
,,30,155,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,4000.0,,4000.0
,,30,155,22799,Otros trabajos realizados por otras empresas y profes.,,100000.0,,
,,30,155,60907,INV.NUEVA-OBRAS DE URBANIZACION,4127725.0,-142778.62,,2497512.69
,,30,155,6090711,REM./11 OBRAS DE URBANIZACION,,234546.96,,188945.21
,,30,155,6090712,REM./12 INV.NUEVA-OBRAS DE URBANIZACION,,587994.67,,562833.8
,,30,155,60908,INVERSION NUEVA. OBRAS URBANIZACION:PLAN MOVILIDAD.URBANA C.,390000.0,,,36166.19
,,30,155,6090812,REM./12 INV NUEVA OBRAS URBANIZ:PLAN MOVILIDAD.URBANA C.,,25000.0,,25000.0
,,30,155,60911,MOBILIARIO URBANO EN ESPACIOS PUBLICOS,50000.0,-13846.23,,29641.54
,,30,155,6091112,REM./12  MOBILIARIO URBANO EN ESPACIOS PUBLICOS,,9246.82,,9246.82
,,30,155,61907,INV.REPOS.-OBRAS DE URBANIZACIÓN,3132857.3,-1078613.79,,1612182.27
,,30,155,6190711,REM./11 INV.REPOS.-OBRAS DE URBANIZACIÓN,,162438.01,,159327.84
,,30,155,6190712,REM./12 INV.REPOS.-OBRAS DE URBANIZACIÓN,,448455.38,,445254.82
,,30,155,72300,TRANSFERENCIA DE CAPITAL A  AUTORIDAD PORTUARIA DE A CORUÑA,1000000.0,,,
,,30,155,7230012,REM./12 TRANSF.DE CAPITAL A  AUTORIDAD PORTUARIA DE A CORUÑA,,1500000.0,,593387.62
,,30,161,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",670000.0,-183872.25,,376359.91
,,30,161,22199,Otros suministros.,5000.0,,,1569.25
,,30,161,22706,Estudios y trabajos técnicos.,100000.0,-30000.0,,59822.4
,,30,161,22799,Otros trabajos realizados por otras empresas y profes.,,32149.7,,
,,30,161,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,10000.0,,,6805.04
,,30,161,6220012,REM./12 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,17278.06,,17278.06
,,30,161,62203,PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,173968.87,,,26425.37
,,30,161,6220312,REM./12 PLAN OBRAS Y SERVICIOS Y PLAN 2000 DIPUTACIÓN,,241098.25,,142102.62
,,30,161,62900,OT.INV. NUEVAS ASOCIADAS AL FUNCIONAMIENTO DE LOS SERVICIOS,350000.0,,,126330.57
,,30,161,6290012,REM./12 OT.INV. NUEVAS ASOCIADAS AL FUNCIONAM. DE SERVICIOS,,122557.89,,29466.31
,,30,161,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,62852.01,,25330.75
,,30,161,63900,OTRA INVERSION DE REPOS. ASOCIADA AL FUNCIONAM. OPER.SERV.,50000.0,30000.0,,39862.59
,,30,165,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",350000.0,-240000.0,,95380.35
,,30,165,2100012,"REM./12 REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",,102043.23,,102043.23
,,30,165,22100,Energía eléctrica.,2970000.0,167288.26,,2953840.29
,,30,165,2210012,REM./12 ENERGIA ELECTRICA,,291587.23,,291586.76
,,30,165,22191,RECONOCIMIENTO DE CREDITO,,857153.5,,857153.5
,,30,165,22199,Otros suministros.,58000.0,,,1936.26
,,30,165,2219912,REM./12 OTROS SUMINISTROS,,71779.66,,71777.36
,,30,165,22699,Otros gastos diversos,661988.8,-68648.8,,593340.0
,,30,165,22706,Estudios y trabajos técnicos.,85000.0,,,74882.26
,,30,165,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,7260.0,,7260.0
,,30,165,22799,Otros trabajos realizados por otras empresas y profes.,1144771.61,-113639.46,,1030413.65
,,30,165,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,2237.73,,2237.73
,,30,165,60909,PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,1063829.5,-78941.13,,220600.46
,,30,165,6090909,REM./09 PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,,20977.77,,20445.7
,,30,165,6090912,REM./12 PROYECTOS DE ALUMBRADO DE VIAS PUBLICAS,,129712.55,,122819.3
,,30,165,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,200000.0,-129766.34,,55800.88
,,30,165,6190009,REM./09 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,60027.35,,60027.35
,,30,165,6190010,REM./10 OTRAS INV. REPOS. EN INFRAESTRUCTURAS,,11067.32,,
,,30,165,6190012,REM./12 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,119389.39,,116619.94
,,30,165,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",3000.0,,,1633.5
,,30,165,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,2760.83,,
,,30,453,7200407,REM./07 AL MINISTERIO DE FOMENTO,,339946.86,,
,,30,453,7200408,REM./08 AL MINISTERIO DE FOMENTO,,2000000.0,,
,,30,453,7200409,REM./09 AL MINISTERIO DE FOMENTO,,2000000.0,,
,,30,453,7200410,REM./10 AL MINISTERIO DE FOMENTO,,906905.71,,
,,30,454,21000,"REP.,MANT.Y CONSERV.INFRAEST.Y BIENES",8000.0,-8000.0,,
,,30,454,60907,INV.NUEVA-OBRAS DE URBANIZACION,30000.0,,,26304.35
,,30,920,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,50.0,,,
,,30,920,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,67769.6,-40000.0,,6388.8
,,30,920,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",5000.0,,,3690.31
,,30,920,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,20000.0,,,5790.76
,,30,920,22000,Ordinario no inventariable.,3076.27,15000.0,,8654.93
,,30,920,22001,"Prensa, revistas, libros y otras publicaciones.",600.0,,,62.4
,,30,920,22103,Combustibles y carburantes.,206855.53,-32787.73,,175216.11
,,30,920,2210312,REM./12 COMBUSTIBLES Y CARBURANTES,,24836.69,,24836.69
,,30,920,22104,Vestuario.,2500.0,,,2803.58
,,30,920,2210412,REM./12 VESTUARIO,,8151.53,,
,,30,920,22110,Productos de limpieza y aseo.,3200.0,10000.0,,4370.23
,,30,920,22111,"Sumin. de repuestos de maquinaria, utillaje y elemtos tpte.",8203.39,15000.0,,7819.52
,,30,920,22114,OTROS MATERIAL TALLERES,21814.41,-7000.0,,11804.2
,,30,920,22602,Publicidad y propaganda.,,6300.0,,5207.24
,,30,920,22610,"MATRICULACIONES, ITV Y OTROS GASTOS PARQUE MOVIL",4000.0,3000.0,,3133.72
,,30,920,22699,Otros gastos diversos,1887.0,,,6488.23
,,30,920,22706,Estudios y trabajos técnicos.,550000.0,50000.0,,336445.51
,,30,920,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,43355.52,,30905.02
,,30,920,22799,Otros trabajos realizados por otras empresas y profes.,,,,5995.0
,,30,920,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,1799.65,,262.95
,,30,920,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",5000.0,25500.0,,28584.11
,,30,920,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,333.96,,333.96
,,30,920,62400,INV.NUEVA MATERIAL DE TRANSPORTE,,4714.96,,4714.96
,,30,933,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,394032.18,-7710.3,,341095.37
,,30,933,2120012,REM./12 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,45751.52,,45751.52
,,30,933,22103,Combustibles y carburantes.,700.0,,,1372.57
,,30,933,22191,RECONOCIMIENTO DE CREDITO,,2411.82,,2411.82
,,30,933,22199,Otros suministros.,5100.0,-3453.94,,
,,30,933,22706,Estudios y trabajos técnicos.,125000.0,-59300.0,,57694.19
,,30,933,22799,Otros trabajos realizados por otras empresas y profes.,500.0,,,
,,30,933,60900,OBRAS DE INVERSIONES,310000.0,-76341.49,,137642.58
,,30,933,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,1000.0,-500.0,,
,,30,933,6190012,REM./12 OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,,,
,,31,161,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,156550.49,,,143387.09
,,31,161,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,2000.0,,,9984.59
,,31,161,21291,RECONOCIMIENTO DE CREDITO,,5200.56,,5200.56
,,31,161,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",42700.0,,,12239.15
,,31,161,22199,Otros suministros.,600.0,,,81.92
,,31,161,22699,Otros gastos diversos,200.0,,,
,,31,161,22706,Estudios y trabajos técnicos.,20000.0,-19032.0,,7568.0
,,31,161,2270612,REM./12 ESTUDIOS Y TRABAJOS TECNICOS,,4114.0,,4114.0
,,31,161,22718,MANTENIMIENTO ASEOS PUBLICOS,252124.31,-19077.21,,233047.1
,,31,161,22730,MANTENIMIENTO RED DE ALCANTARILLADO,812697.4,-70000.0,,715299.45
,,31,161,2273012,REM./12 MANTENIMIENTO RED DE ALCANTARILLADO,,145355.96,,145355.96
,,31,161,22739,MANTENIMIENTO BOMBEOS ALCANTARILLADO,180000.0,,,171361.74
,,31,161,22748,MANTENIMIENTO TELEGESTIÓN DEL SANEAMIENTO,122833.0,-80000.0,,26926.15
,,31,161,22791,RECONOCIMIENTO CREDITO,,11915.98,,11915.98
,,31,161,22799,Otros trabajos realizados por otras empresas y profes.,33875.0,-15000.0,,8972.15
,,31,161,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,21095.97,,21095.97
,,31,161,60900,OBRAS DE INVERSIONES,200000.0,-56000.0,,36769.51
,,31,161,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",20000.0,,,7451.77
,,31,161,6230012,"REM./12 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,258149.68,,176572.38
,,31,161,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,230000.0,-75000.0,,38114.01
,,31,161,6320012,REM./12 INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,8206.47,,8206.47
,,31,162,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",30000.0,,,6156.39
,,31,162,22706,Estudios y trabajos técnicos.,18000.0,70000.0,,11341.92
,,31,162,22714,CONTRATO RECOGIDA RESIDUOS SÓLIDOS URBANOS,10163405.81,-726839.54,,8563461.12
,,31,162,2271412,REM./12 CONTRATO RECOGIDA RESIDUOS SÓLIDOS URBANOS,,803511.88,,803511.88
,,31,162,22716,GESTIÓN RESIDUOS SÓLIDOS URBANOS,6795532.32,242144.66,,6668503.34
,,31,162,2271612,REM./12 GESTIÓN RESIDUOS SÓLIDOS URBANOS,,626110.29,,626110.29
,,31,162,22717,CONTRATO MANTENIMIENTO CONTENEDORES,1969270.39,-220000.0,,1674327.95
,,31,162,22740,MANTENIMIENTO ANTIGUOS VERTEDEROS DE BENS,389284.99,-60000.0,,362097.45
,,31,162,2274012,REM./12 MANTENIMIENTO ANTIGUOS VERTEDEROS DE BENS,,3247.22,,3247.22
,,31,162,22791,RECONOCIMIENTO CREDITO,,2654.5,,2654.5
,,31,162,22799,Otros trabajos realizados por otras empresas y profes.,1500.0,,,4327.49
,,31,162,2279912,REM./12 OTROS TBJOS REALIZ POR OTRAS EMP Y PROFESIONALES,,26023.31,,26023.31
,,31,162,60917,ACTUACIONES EN VERTEDEROS,100000.0,-70000.0,,29200.0
,,31,162,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",3000.0,,,2930.68
